# hega-rs ver.0.2.9 particle compilation : Particles([-2212]); total-items=31645
#	 sourceUrQmdF19 in Lab: false
id;	mass;	charge;	p;	beta;
-2212;	0.938;	-1;	7.4341074970122;	0.9921337103971797;
-2212;	0.938;	-1;	5.105891669155252;	0.983540896688001;
-2212;	0.938;	-1;	15.49854373073835;	0.998173570918682;
-2212;	0.938;	-1;	7.502005882845601;	0.9922738183751201;
-2212;	0.938;	-1;	3.9086870616902805;	0.9723920944886073;
-2212;	0.938;	-1;	13.431952750520107;	0.9975705248459741;
-2212;	0.938;	-1;	9.247262954519679;	0.9948947903752265;
-2212;	0.938;	-1;	11.316281892625378;	0.9965822738032873;
-2212;	0.938;	-1;	2.354748535694841;	0.9290062315967655;
-2212;	0.938;	-1;	13.589045330797305;	0.9976261720949515;
-2212;	0.938;	-1;	2.9115136312140115;	0.9518229766099668;
-2212;	0.938;	-1;	10.631166135610899;	0.9961302115602231;
-2212;	0.938;	-1;	0.693702526517671;	0.5946117581429285;
-2212;	0.938;	-1;	3.0673579218346854;	0.9562860502584747;
-2212;	0.938;	-1;	9.458902823556016;	0.9951190382246535;
-2212;	0.938;	-1;	1.2333032318841948;	0.7959477597275509;
-2212;	0.938;	-1;	3.8850035823749045;	0.9720684806281356;
-2212;	0.938;	-1;	1.0597446807264475;	0.7488094382758522;
-2212;	0.938;	-1;	3.5268316618426803;	0.9664044901924603;
-2212;	0.938;	-1;	5.553198831380342;	0.9860326052485884;
-2212;	0.938;	-1;	1.7525619005550133;	0.8816625988200231;
-2212;	0.938;	-1;	3.3688939303729937;	0.9633557856167079;
-2212;	0.938;	-1;	15.605272032825605;	0.9981984010424024;
-2212;	0.938;	-1;	14.233061198725313;	0.9978354521658638;
-2212;	0.938;	-1;	4.821955649579006;	0.9816002251274875;
-2212;	0.938;	-1;	11.215946632876648;	0.9965211720662533;
-2212;	0.938;	-1;	2.3892139781317203;	0.9308336477714575;
-2212;	0.938;	-1;	6.284678116322347;	0.9890446349814496;
-2212;	0.938;	-1;	0.3014163053037443;	0.3059321855121602;
-2212;	0.938;	-1;	4.144282295968265;	0.9753299249141791;
-2212;	0.938;	-1;	10.439768716339474;	0.9959878780224024;
-2212;	0.938;	-1;	9.889768287459319;	0.9955322858005603;
-2212;	0.938;	-1;	0.5865099603902733;	0.5301679094364404;
-2212;	0.938;	-1;	9.643924301662679;	0.9953032222776695;
-2212;	0.938;	-1;	10.653655941055352;	0.9961464382975886;
-2212;	0.938;	-1;	1.9864519894807424;	0.9042568676676636;
-2212;	0.938;	-1;	4.149466518223878;	0.9753892749887129;
-2212;	0.938;	-1;	12.577210532068548;	0.9972305091329559;
-2212;	0.938;	-1;	6.441319126221585;	0.9895627737823326;
-2212;	0.938;	-1;	2.274077940786771;	0.9244467907596743;
-2212;	0.938;	-1;	20.536172156406195;	0.9989585035318809;
-2212;	0.938;	-1;	10.684410563209184;	0.9961684638410926;
-2212;	0.938;	-1;	2.5102907065328113;	0.9367406260987597;
-2212;	0.938;	-1;	7.371683473231216;	0.9920015224559031;
-2212;	0.938;	-1;	6.540000324107101;	0.989870636032801;
-2212;	0.938;	-1;	4.2703452220002065;	0.9767152525491006;
-2212;	0.938;	-1;	8.253642491047515;	0.9936040921702854;
-2212;	0.938;	-1;	9.065227023020439;	0.9946893464283489;
-2212;	0.938;	-1;	9.578001134557722;	0.9952388087108758;
-2212;	0.938;	-1;	7.167995518964617;	0.9915463195309524;
-2212;	0.938;	-1;	19.062810401864937;	0.9987915906953633;
-2212;	0.938;	-1;	6.635149716236175;	0.9901548219766124;
-2212;	0.938;	-1;	2.6777052594044477;	0.9437700580346826;
-2212;	0.938;	-1;	16.636730524931874;	0.998414355573505;
-2212;	0.938;	-1;	4.185975768597807;	0.9758013140116719;
-2212;	0.938;	-1;	4.471360985494814;	0.9786968735641423;
-2212;	0.938;	-1;	3.3712012170747463;	0.9634032088809484;
-2212;	0.938;	-1;	0.5612616753771899;	0.5134605941640272;
-2212;	0.938;	-1;	5.403121442892155;	0.9852632178931442;
-2212;	0.938;	-1;	8.323476977083295;	0.9937099598362535;
-2212;	0.938;	-1;	3.072566243913384;	0.9564245863489005;
-2212;	0.938;	-1;	7.235675454610233;	0.9917017715418889;
-2212;	0.938;	-1;	6.3079575164958905;	0.9891240349765684;
-2212;	0.938;	-1;	3.810196881412509;	0.9710086454946869;
-2212;	0.938;	-1;	11.571778987063398;	0.996730798756551;
-2212;	0.938;	-1;	8.081470762725372;	0.993331414948641;
-2212;	0.938;	-1;	5.229409476583111;	0.9842912294764239;
-2212;	0.938;	-1;	1.7567765030375948;	0.8821333948529178;
-2212;	0.938;	-1;	5.075071393273399;	0.9833453631294733;
-2212;	0.938;	-1;	5.494357216188714;	0.9857382406586701;
-2212;	0.938;	-1;	0.5942459531193797;	0.5351673148788187;
-2212;	0.938;	-1;	13.620473170532145;	0.9976370754311746;
-2212;	0.938;	-1;	1.9717117926525165;	0.9030222995833096;
-2212;	0.938;	-1;	6.206849475995209;	0.9887728091178158;
-2212;	0.938;	-1;	2.506122982462154;	0.9365496669628678;
-2212;	0.938;	-1;	18.5119190973146;	0.9987187393073237;
-2212;	0.938;	-1;	17.460271963226365;	0.9985600915912619;
-2212;	0.938;	-1;	1.6628986146527396;	0.8709886373250738;
-2212;	0.938;	-1;	4.290322470423989;	0.9769241611764062;
-2212;	0.938;	-1;	3.0284630974240403;	0.9552307638712118;
-2212;	0.938;	-1;	5.937985446560815;	0.9877521141296398;
-2212;	0.938;	-1;	1.8701105331156231;	0.8938634802824267;
-2212;	0.938;	-1;	2.7275415421675984;	0.9456431476607244;
-2212;	0.938;	-1;	2.3201120649315627;	0.9270986303190589;
-2212;	0.938;	-1;	6.476731844819577;	0.9896748398919301;
-2212;	0.938;	-1;	8.968123467009361;	0.9945746594802896;
-2212;	0.938;	-1;	9.807034601170427;	0.9954571022217561;
-2212;	0.938;	-1;	10.757710696308765;	0.9962202054032447;
-2212;	0.938;	-1;	14.250466527955393;	0.9978407193333738;
-2212;	0.938;	-1;	7.609437140840313;	0.9924880026619477;
-2212;	0.938;	-1;	9.79183645002397;	0.9954430853127424;
-2212;	0.938;	-1;	14.437696246083283;	0.9978961843454248;
-2212;	0.938;	-1;	11.600707236317662;	0.9967470036244712;
-2212;	0.938;	-1;	4.649451728303564;	0.9802504956369088;
-2212;	0.938;	-1;	1.847836722924945;	0.8916925750000121;
-2212;	0.938;	-1;	13.473241729070462;	0.9975853385594682;
-2212;	0.938;	-1;	3.376644322574855;	0.9635147274659556;
-2212;	0.938;	-1;	16.31988111283109;	0.9983523410827966;
-2212;	0.938;	-1;	0.7611695064797394;	0.6301160555965185;
-2212;	0.938;	-1;	30.682343870576986;	0.9995330242537444;
-2212;	0.938;	-1;	15.582003207357518;	0.9981930309047887;
-2212;	0.938;	-1;	19.980866960064702;	0.9988999056928546;
-2212;	0.938;	-1;	7.018825021901725;	0.9911879567159216;
-2212;	0.938;	-1;	1.0863234173044418;	0.756887940165204;
-2212;	0.938;	-1;	16.173337831300163;	0.9983224230501186;
-2212;	0.938;	-1;	2.773444691222992;	0.9472890022059826;
-2212;	0.938;	-1;	6.717138150021182;	0.9903902608345084;
-2212;	0.938;	-1;	14.863713232156021;	0.998014699563749;
-2212;	0.938;	-1;	2.376695188158549;	0.9301778290848923;
-2212;	0.938;	-1;	13.124316593628636;	0.9974557347879011;
-2212;	0.938;	-1;	14.198251442483183;	0.9978248601873868;
-2212;	0.938;	-1;	8.134806095994236;	0.9934177139414013;
-2212;	0.938;	-1;	19.8057110468581;	0.998880394638868;
-2212;	0.938;	-1;	5.841405046854656;	0.9873514742200387;
-2212;	0.938;	-1;	9.827709562559171;	0.9954760669075786;
-2212;	0.938;	-1;	22.585989070225327;	0.9991387363684937;
-2212;	0.938;	-1;	1.3986477256568217;	0.8305211133453899;
-2212;	0.938;	-1;	2.0004167217170026;	0.9054059357782364;
-2212;	0.938;	-1;	2.9834776519687556;	0.9539630188541126;
-2212;	0.938;	-1;	16.311237898781442;	0.9983505987726066;
-2212;	0.938;	-1;	3.121857217873681;	0.9577043760119321;
-2212;	0.938;	-1;	4.669785183209716;	0.9804171020982607;
-2212;	0.938;	-1;	7.137788711349265;	0.9914755311685539;
-2212;	0.938;	-1;	14.970217363333438;	0.9980427649416852;
-2212;	0.938;	-1;	5.0265825328552;	0.9830306680857304;
-2212;	0.938;	-1;	5.378129257020976;	0.9851289830724342;
-2212;	0.938;	-1;	5.480758745506501;	0.9856688982856009;
-2212;	0.938;	-1;	8.260798076511556;	0.9936150619197096;
-2212;	0.938;	-1;	3.2034510407267036;	0.9597047252476133;
-2212;	0.938;	-1;	2.987937702603294;	0.9540910413031312;
-2212;	0.938;	-1;	3.3978518379226017;	0.9639444899744668;
-2212;	0.938;	-1;	11.588427414458893;	0.9967401395074795;
-2212;	0.938;	-1;	8.693966103288245;	0.9942300993086913;
-2212;	0.938;	-1;	12.205494137167328;	0.9970600061494485;
-2212;	0.938;	-1;	15.950433079973985;	0.9982753297637701;
-2212;	0.938;	-1;	6.740258033502946;	0.9904551336140641;
-2212;	0.938;	-1;	18.070605754034617;	0.9986555219311781;
-2212;	0.938;	-1;	4.226817435110488;	0.9762502482945532;
-2212;	0.938;	-1;	8.385420610969076;	0.9938016874187173;
-2212;	0.938;	-1;	9.345270149253645;	0.995000511739391;
-2212;	0.938;	-1;	6.2182543700389905;	0.9888132670580494;
-2212;	0.938;	-1;	3.226558760637097;	0.9602459893899706;
-2212;	0.938;	-1;	8.527224957762533;	0.9940042893629931;
-2212;	0.938;	-1;	15.02661011044986;	0.9980573851312575;
-2212;	0.938;	-1;	8.58728713385316;	0.9940871279952103;
-2212;	0.938;	-1;	6.974362227431337;	0.9910767461106675;
-2212;	0.938;	-1;	1.3974134570974335;	0.830293530783608;
-2212;	0.938;	-1;	13.373334599620271;	0.997549258764728;
-2212;	0.938;	-1;	8.649798643174533;	0.9941715399988281;
-2212;	0.938;	-1;	0.7283965940715608;	0.613332382252186;
-2212;	0.938;	-1;	9.691036226997037;	0.9953484596783195;
-2212;	0.938;	-1;	10.715619364022828;	0.996190622542619;
-2212;	0.938;	-1;	6.602486756956352;	0.9900586228441614;
-2212;	0.938;	-1;	11.90629419264147;	0.9969110805905453;
-2212;	0.938;	-1;	5.025679153583623;	0.9830247214450919;
-2212;	0.938;	-1;	13.10360875454734;	0.9974477177335315;
-2212;	0.938;	-1;	8.47791748635241;	0.9939349796300461;
-2212;	0.938;	-1;	0.5991723710594473;	0.5383220240706297;
-2212;	0.938;	-1;	5.907258271618169;	0.9876267268900822;
-2212;	0.938;	-1;	6.865132138355503;	0.9907944741889249;
-2212;	0.938;	-1;	2.824010614200662;	0.9490191716071982;
-2212;	0.938;	-1;	1.4805536547899911;	0.8447375634059759;
-2212;	0.938;	-1;	5.531799936229798;	0.9859266098286709;
-2212;	0.938;	-1;	4.928060916892262;	0.982363409779903;
-2212;	0.938;	-1;	3.5640100339680583;	0.9670676836484056;
-2212;	0.938;	-1;	4.979062384681599;	0.9827136027025529;
-2212;	0.938;	-1;	12.798827302112526;	0.9973252073111797;
-2212;	0.938;	-1;	5.305526097869277;	0.9847285350923825;
-2212;	0.938;	-1;	16.69352685774534;	0.9984251014523821;
-2212;	0.938;	-1;	7.784378806183123;	0.9928182617400803;
-2212;	0.938;	-1;	14.866988258464323;	0.9980155715434623;
-2212;	0.938;	-1;	5.67241700051816;	0.9866019238718546;
-2212;	0.938;	-1;	5.939403740878982;	0.9877578559125442;
-2212;	0.938;	-1;	16.72300559811483;	0.9984306358607223;
-2212;	0.938;	-1;	4.147375821781045;	0.9753653657281074;
-2212;	0.938;	-1;	1.4130534861430404;	0.833146873046304;
-2212;	0.938;	-1;	37.950372316243204;	0.9996946874402204;
-2212;	0.938;	-1;	13.735142913710945;	0.9976762282985246;
-2212;	0.938;	-1;	11.150790581603442;	0.9964806134657319;
-2212;	0.938;	-1;	5.669110079347221;	0.9865866016856897;
-2212;	0.938;	-1;	23.289198291695936;	0.9991899000201002;
-2212;	0.938;	-1;	2.480236570202528;	0.9353446482454881;
-2212;	0.938;	-1;	0.5627194212009214;	0.5144415884904846;
-2212;	0.938;	-1;	10.254071110610116;	0.9958421592497997;
-2212;	0.938;	-1;	3.4611371511860085;	0.9651835291240363;
-2212;	0.938;	-1;	5.698383376785823;	0.9867213345452479;
-2212;	0.938;	-1;	1.1953912821832062;	0.7867133525314125;
-2212;	0.938;	-1;	4.4445415279262495;	0.9784472784834449;
-2212;	0.938;	-1;	12.949355605017765;	0.9973867893935615;
-2212;	0.938;	-1;	12.909233690275073;	0.9973705845377627;
-2212;	0.938;	-1;	2.6692159836852842;	0.9434416385041674;
-2212;	0.938;	-1;	18.33568614851119;	0.9986940397982121;
-2212;	0.938;	-1;	7.6726861101435;	0.9926099770794706;
-2212;	0.938;	-1;	9.991025980448955;	0.9956217954069355;
-2212;	0.938;	-1;	4.109963672953935;	0.9749316372326529;
-2212;	0.938;	-1;	7.06327500654852;	0.9912970789936311;
-2212;	0.938;	-1;	14.381482457794572;	0.9978797579457828;
-2212;	0.938;	-1;	6.137444303688792;	0.988521828388646;
-2212;	0.938;	-1;	2.6579121299806285;	0.9429999798429054;
-2212;	0.938;	-1;	2.331974157244672;	0.9277601790153183;
-2212;	0.938;	-1;	16.45802025033476;	0.9983798171044143;
-2212;	0.938;	-1;	6.279248547455598;	0.989025991784458;
-2212;	0.938;	-1;	14.138164355485692;	0.9978063931651169;
-2212;	0.938;	-1;	0.7359032689056355;	0.6172526170404595;
-2212;	0.938;	-1;	12.088330039072229;	0.9970029963638039;
-2212;	0.938;	-1;	1.582139237224082;	0.860187550065022;
-2212;	0.938;	-1;	3.374167639335811;	0.9634640471845846;
-2212;	0.938;	-1;	5.08503151370343;	0.9834089294539061;
-2212;	0.938;	-1;	0.6252013962212497;	0.5546191644857994;
-2212;	0.938;	-1;	9.954665052086584;	0.9955899645295483;
-2212;	0.938;	-1;	18.57802889547158;	0.9987278244364375;
-2212;	0.938;	-1;	2.2321173060265984;	0.9219067774358437;
-2212;	0.938;	-1;	7.635955615399097;	0.992539506616953;
-2212;	0.938;	-1;	13.670245952585434;	0.9976541903343894;
-2212;	0.938;	-1;	14.79394550012545;	0.9979959865780991;
-2212;	0.938;	-1;	1.66271986704616;	0.8709660357248019;
-2212;	0.938;	-1;	1.1179269216464913;	0.7660620115415064;
-2212;	0.938;	-1;	4.872211895556679;	0.9819676979774407;
-2212;	0.938;	-1;	13.549524245334622;	0.9976123536240132;
-2212;	0.938;	-1;	15.59850337638137;	0.998196841395319;
-2212;	0.938;	-1;	5.735148213848095;	0.9868877100895258;
-2212;	0.938;	-1;	14.886101837937506;	0.9980206491270713;
-2212;	0.938;	-1;	11.984126113304757;	0.9969508900739681;
-2212;	0.938;	-1;	33.39481872552032;	0.999605760062816;
-2212;	0.938;	-1;	2.416845808424691;	0.9322500059635894;
-2212;	0.938;	-1;	17.2801881359813;	0.9985299899625243;
-2212;	0.938;	-1;	29.79369155406763;	0.9995047729691184;
-2212;	0.938;	-1;	4.230863948308548;	0.9762940544928926;
-2212;	0.938;	-1;	2.97679848401332;	0.9537703182893276;
-2212;	0.938;	-1;	3.536972846523988;	0.9665873297597316;
-2212;	0.938;	-1;	9.301802760031412;	0.9949540311728658;
-2212;	0.938;	-1;	4.545720766562549;	0.9793668896317262;
-2212;	0.938;	-1;	9.862678416572143;	0.9955078744611161;
-2212;	0.938;	-1;	9.971642700684876;	0.9956048699632774;
-2212;	0.938;	-1;	1.5162173700198796;	0.8504184202806078;
-2212;	0.938;	-1;	10.721956305096565;	0.9961950984250681;
-2212;	0.938;	-1;	3.873831783156956;	0.9719138776192313;
-2212;	0.938;	-1;	4.221224600783758;	0.9761895043853961;
-2212;	0.938;	-1;	0.44646117017048637;	0.42977232324828907;
-2212;	0.938;	-1;	6.304587147477065;	0.9891125927706995;
-2212;	0.938;	-1;	10.15493912121821;	0.9957611037203106;
-2212;	0.938;	-1;	9.855739403373295;	0.9955015894322503;
-2212;	0.938;	-1;	1.0907007464437712;	0.758186104220286;
-2212;	0.938;	-1;	10.5171949490734;	0.9960463854483644;
-2212;	0.938;	-1;	3.4685801242609346;	0.9653251156172679;
-2212;	0.938;	-1;	1.3908454899197107;	0.8290754653943976;
-2212;	0.938;	-1;	12.161623967628666;	0.9970388515233297;
-2212;	0.938;	-1;	17.659152493786614;	0.9985922739023857;
-2212;	0.938;	-1;	21.495909231381678;	0.9990492980792333;
-2212;	0.938;	-1;	4.587384895225711;	0.9797287137152064;
-2212;	0.938;	-1;	11.575119314467427;	0.9967326760889227;
-2212;	0.938;	-1;	5.20867900316587;	0.9841688988315185;
-2212;	0.938;	-1;	2.5753425193041797;	0.939616145599939;
-2212;	0.938;	-1;	1.483722704957028;	0.8452542574307546;
-2212;	0.938;	-1;	3.8361951157266496;	0.9713836190866244;
-2212;	0.938;	-1;	3.063472596717;	0.9561822835082333;
-2212;	0.938;	-1;	8.780440899098988;	0.9943422322792917;
-2212;	0.938;	-1;	10.917378555163323;	0.9963293532123548;
-2212;	0.938;	-1;	11.801647445902553;	0.9968563172095666;
-2212;	0.938;	-1;	10.283247416887916;	0.9958655736669155;
-2212;	0.938;	-1;	8.27235433106746;	0.9936327187301691;
-2212;	0.938;	-1;	1.8946487685849744;	0.8961844355533201;
-2212;	0.938;	-1;	9.166974107272802;	0.9948056695248714;
-2212;	0.938;	-1;	3.472861894106502;	0.9654061829220735;
-2212;	0.938;	-1;	12.370951282596211;	0.9971377879617762;
-2212;	0.938;	-1;	5.251473810656966;	0.9844198921811278;
-2212;	0.938;	-1;	14.507382214668676;	0.997916284113811;
-2212;	0.938;	-1;	16.146331347640338;	0.9983168206720548;
-2212;	0.938;	-1;	2.433829199800389;	0.9330998023660955;
-2212;	0.938;	-1;	12.670071106236186;	0.9972707908420154;
-2212;	0.938;	-1;	44.23819660713038;	0.9997752837682853;
-2212;	0.938;	-1;	4.6345921166615085;	0.9801274055144269;
-2212;	0.938;	-1;	7.373538750412111;	0.9920054988566013;
-2212;	0.938;	-1;	15.334413079435711;	0.9981343735364382;
-2212;	0.938;	-1;	3.8956098999001427;	0.9722140964412529;
-2212;	0.938;	-1;	10.325496299600132;	0.9958991307417105;
-2212;	0.938;	-1;	18.44516834344509;	0.9987094670599859;
-2212;	0.938;	-1;	1.9157620970718157;	0.8981242674863078;
-2212;	0.938;	-1;	6.17456440139351;	0.9886570897800123;
-2212;	0.938;	-1;	6.907232633492011;	0.9909048283499426;
-2212;	0.938;	-1;	1.3727869115798708;	0.8256645487152877;
-2212;	0.938;	-1;	3.2285560041247243;	0.9602922694334896;
-2212;	0.938;	-1;	17.726915828946897;	0.9986029932482625;
-2212;	0.938;	-1;	10.810921284254356;	0.9962571134769197;
-2212;	0.938;	-1;	3.133857216088187;	0.9580075904815754;
-2212;	0.938;	-1;	12.63217267521787;	0.9972544576764677;
-2212;	0.938;	-1;	11.952610573541497;	0.9969348636024596;
-2212;	0.938;	-1;	8.088831394635198;	0.9933434250570199;
-2212;	0.938;	-1;	3.965079742241006;	0.9731406790248747;
-2212;	0.938;	-1;	2.5111426124154677;	0.9367795565418319;
-2212;	0.938;	-1;	0.21533754850661785;	0.22375050956690362;
-2212;	0.938;	-1;	10.264967519774526;	0.9958509269470379;
-2212;	0.938;	-1;	1.7489684452939682;	0.8812590982307195;
-2212;	0.938;	-1;	4.084270002421485;	0.9746271813709059;
-2212;	0.938;	-1;	4.853624193381375;	0.9818330666937418;
-2212;	0.938;	-1;	5.811644440025998;	0.9872240782718888;
-2212;	0.938;	-1;	3.017425071166639;	0.9549244789350155;
-2212;	0.938;	-1;	5.369458872146388;	0.9850819882760621;
-2212;	0.938;	-1;	8.921775718485868;	0.9945186086679844;
-2212;	0.938;	-1;	3.4901869728769546;	0.9657313657045538;
-2212;	0.938;	-1;	4.638524338104199;	0.9801600888193931;
-2212;	0.938;	-1;	10.956761095449695;	0.9963555492235828;
-2212;	0.938;	-1;	8.48689642269334;	0.993947689928684;
-2212;	0.938;	-1;	13.733813169471107;	0.997675779856919;
-2212;	0.938;	-1;	4.47128293129634;	0.9786961533888103;
-2212;	0.938;	-1;	4.216587765067626;	0.9761389688674478;
-2212;	0.938;	-1;	7.272871671724709;	0.9917853947006625;
-2212;	0.938;	-1;	5.59487850301613;	0.9862356726204115;
-2212;	0.938;	-1;	10.009179687615765;	0.9956375588767674;
-2212;	0.938;	-1;	5.538746321307738;	0.9859611483939575;
-2212;	0.938;	-1;	1.8080495092748428;	0.8876556337097095;
-2212;	0.938;	-1;	3.6687470252199184;	0.9688354564404567;
-2212;	0.938;	-1;	5.710420332046968;	0.9867761512213007;
-2212;	0.938;	-1;	2.817418136710453;	0.9487983449305994;
-2212;	0.938;	-1;	8.049680189648841;	0.9932791693661329;
-2212;	0.938;	-1;	2.8628775750021167;	0.9502932366175888;
-2212;	0.938;	-1;	14.750017063881655;	0.9979840682400567;
-2212;	0.938;	-1;	6.899769941001222;	0.9908854116099519;
-2212;	0.938;	-1;	21.083887944928875;	0.9990118333832686;
-2212;	0.938;	-1;	19.195062849735606;	0.9988081553629821;
-2212;	0.938;	-1;	13.710359164398692;	0.9976678488923741;
-2212;	0.938;	-1;	0.8082784996620904;	0.6527810688603918;
-2212;	0.938;	-1;	5.034091020445001;	0.9830799742612395;
-2212;	0.938;	-1;	8.075951083934324;	0.9933223873972343;
-2212;	0.938;	-1;	12.156286899090528;	0.9970362623909723;
-2212;	0.938;	-1;	1.525745124722134;	0.8518875339757851;
-2212;	0.938;	-1;	3.704147873979385;	0.9694013642560526;
-2212;	0.938;	-1;	19.70683434699384;	0.9988691505782874;
-2212;	0.938;	-1;	11.460139385907887;	0.9966671139228155;
-2212;	0.938;	-1;	9.47196547468333;	0.9951323934017361;
-2212;	0.938;	-1;	0.803812548173391;	0.6507038918196965;
-2212;	0.938;	-1;	8.947948203348744;	0.9945503663282593;
-2212;	0.938;	-1;	28.004162214209078;	0.9994395133561541;
-2212;	0.938;	-1;	14.19869267299051;	0.9978249949313831;
-2212;	0.938;	-1;	27.559575702194966;	0.9994212999627017;
-2212;	0.938;	-1;	2.01666739602962;	0.9067185046418812;
-2212;	0.938;	-1;	20.04427217110387;	0.9989068430601046;
-2212;	0.938;	-1;	9.64857296855473;	0.9953077151902647;
-2212;	0.938;	-1;	10.086406049398022;	0.9957036767890001;
-2212;	0.938;	-1;	3.761539438436609;	0.9702870740217951;
-2212;	0.938;	-1;	7.1655244531803115;	0.9915405617297407;
-2212;	0.938;	-1;	9.716170488246128;	0.9953723276337051;
-2212;	0.938;	-1;	6.025027394733156;	0.9880971942872453;
-2212;	0.938;	-1;	2.6052398273180146;	0.94087432906128;
-2212;	0.938;	-1;	1.785745506753132;	0.885299209254657;
-2212;	0.938;	-1;	2.392415285255468;	0.9309999232738633;
-2212;	0.938;	-1;	8.07005043753086;	0.9933127165453581;
-2212;	0.938;	-1;	11.931032915189196;	0.9969238179320677;
-2212;	0.938;	-1;	19.99053181944748;	0.9989009674124274;
-2212;	0.938;	-1;	2.0043362600332313;	0.9057249159457815;
-2212;	0.938;	-1;	1.0940109351100151;	0.7591618422007487;
-2212;	0.938;	-1;	14.607096242033187;	0.9979445482583019;
-2212;	0.938;	-1;	8.88007734707434;	0.9944674370548912;
-2212;	0.938;	-1;	22.39649120181963;	0.9991241195426213;
-2212;	0.938;	-1;	14.591941047579278;	0.9979402896444477;
-2212;	0.938;	-1;	12.500373010166577;	0.99719650086104;
-2212;	0.938;	-1;	8.47218144824348;	0.9939268389690729;
-2212;	0.938;	-1;	8.29357039370837;	0.9936649452646397;
-2212;	0.938;	-1;	8.470557211918292;	0.9939245308628276;
-2212;	0.938;	-1;	16.97308455946888;	0.9984764358848692;
-2212;	0.938;	-1;	23.420084520534164;	0.9991989185723916;
-2212;	0.938;	-1;	2.217102602720271;	0.9209679885212166;
-2212;	0.938;	-1;	9.526846908026585;	0.995187910649443;
-2212;	0.938;	-1;	2.24126618418875;	0.9224709582249337;
-2212;	0.938;	-1;	7.255556056617852;	0.9917466237341235;
-2212;	0.938;	-1;	5.323021680564903;	0.9848264883776996;
-2212;	0.938;	-1;	6.636458491462823;	0.9901586475973965;
-2212;	0.938;	-1;	7.600036821069751;	0.9924696178254804;
-2212;	0.938;	-1;	11.533942569371542;	0.9967094206587491;
-2212;	0.938;	-1;	2.866734161019895;	0.9504171109498268;
-2212;	0.938;	-1;	9.526130795245361;	0.9951871923536594;
-2212;	0.938;	-1;	7.371842237654422;	0.9920018628500149;
-2212;	0.938;	-1;	1.089290697546532;	0.7577689134182305;
-2212;	0.938;	-1;	8.599018666284252;	0.9941031083726264;
-2212;	0.938;	-1;	3.264306782155784;	0.9611074650884897;
-2212;	0.938;	-1;	7.375813393932631;	0.9920103700529124;
-2212;	0.938;	-1;	8.033662379173647;	0.9932526130821029;
-2212;	0.938;	-1;	8.825419082790404;	0.9943992718883216;
-2212;	0.938;	-1;	2.4102580147876287;	0.9319161637892723;
-2212;	0.938;	-1;	2.639445641860616;	0.9422675913909263;
-2212;	0.938;	-1;	6.634703574729243;	0.9901535173735536;
-2212;	0.938;	-1;	4.217514482971221;	0.9761490815958516;
-2212;	0.938;	-1;	18.327494589009515;	0.998692874415713;
-2212;	0.938;	-1;	4.021435452918896;	0.9738591554397247;
-2212;	0.938;	-1;	6.10600168056839;	0.9884053645260862;
-2212;	0.938;	-1;	0.2384233278687302;	0.2463490415970122;
-2212;	0.938;	-1;	10.699932080037025;	0.9961795083944377;
-2212;	0.938;	-1;	6.125320816243017;	0.9884771303790503;
-2212;	0.938;	-1;	5.349368216852307;	0.9849722405387035;
-2212;	0.938;	-1;	10.680444162900095;	0.9961656338248976;
-2212;	0.938;	-1;	3.749359723845659;	0.9701023021175117;
-2212;	0.938;	-1;	0.7750304634909521;	0.636960041500151;
-2212;	0.938;	-1;	6.541848023759131;	0.989876270576605;
-2212;	0.938;	-1;	1.6982616488341835;	0.8753534562212706;
-2212;	0.938;	-1;	2.700545118968576;	0.9446399802831205;
-2212;	0.938;	-1;	5.5977743699064;	0.9862496178781522;
-2212;	0.938;	-1;	6.295836674527699;	0.9890828014523839;
-2212;	0.938;	-1;	11.160635523268242;	0.9964867870529243;
-2212;	0.938;	-1;	4.096507914034508;	0.9747728728123629;
-2212;	0.938;	-1;	23.964894492845637;	0.999234886281609;
-2212;	0.938;	-1;	5.53860813508385;	0.9859604625406961;
-2212;	0.938;	-1;	1.91101694441075;	0.8976928047645067;
-2212;	0.938;	-1;	5.1791901355659276;	0.9839924277949026;
-2212;	0.938;	-1;	7.990835783668;	0.9931808346155283;
-2212;	0.938;	-1;	13.496584419276457;	0.9975936536768232;
-2212;	0.938;	-1;	20.698468134061176;	0.9989747471653759;
-2212;	0.938;	-1;	3.700727372203605;	0.9693473501725135;
-2212;	0.938;	-1;	4.478330836805294;	0.9787610362847612;
-2212;	0.938;	-1;	5.921130068736879;	0.9876835688256093;
-2212;	0.938;	-1;	4.224586982672744;	0.9762260508577802;
-2212;	0.938;	-1;	3.927048443322542;	0.9726391851064906;
-2212;	0.938;	-1;	4.380361595419834;	0.9778320823916309;
-2212;	0.938;	-1;	9.64039244480797;	0.9952998044511835;
-2212;	0.938;	-1;	2.549121520311654;	0.9384803878258122;
-2212;	0.938;	-1;	4.170784239533975;	0.975631115094572;
-2212;	0.938;	-1;	4.13145740207944;	0.9751821886790032;
-2212;	0.938;	-1;	6.441824495240103;	0.9895643858001704;
-2212;	0.938;	-1;	5.340526368876387;	0.984923559615139;
-2212;	0.938;	-1;	2.4441183352914813;	0.9336071497476125;
-2212;	0.938;	-1;	6.220230010944049;	0.9888202533825958;
