# hega-rs ver.0.2.9 particle compilation : Particles([-2212]); total-items=554
#	 sourceUrQmdF19 in Lab: false
id;	mass;	charge;	p;	beta;
-2212;	0.938;	-1;	5.326463700442348;	0.9848456492422565;
-2212;	0.938;	-1;	1.4610413025363107;	0.8415034099367664;
-2212;	0.938;	-1;	3.4163664265145797;	0.9643136150077602;
-2212;	0.938;	-1;	0.7391628879164591;	0.6189407235442096;
-2212;	0.938;	-1;	2.4934631930592035;	0.9359644582623995;
-2212;	0.938;	-1;	7.829156225021251;	0.9928993056868224;
-2212;	0.938;	-1;	1.552742927871404;	0.855943725630833;
-2212;	0.938;	-1;	1.5975164572826783;	0.8623386455363553;
-2212;	0.938;	-1;	4.389830614954181;	0.9779244731961706;
-2212;	0.938;	-1;	5.736860102560023;	0.9868953812512289;
-2212;	0.938;	-1;	1.1067037137901905;	0.7628563320053451;
-2212;	0.938;	-1;	6.89241105336333;	0.9908662042836054;
-2212;	0.938;	-1;	3.7953498531228975;	0.9707912399543731;
-2212;	0.938;	-1;	3.5801198190793837;	0.9673490692929906;
-2212;	0.938;	-1;	2.8653674915507783;	0.950373264923453;
-2212;	0.938;	-1;	4.931576520648645;	0.9823878860717528;
-2212;	0.938;	-1;	0.941647654237194;	0.7084776623236781;
-2212;	0.938;	-1;	1.0534683995359377;	0.7468515681217164;
-2212;	0.938;	-1;	4.7906027613339015;	0.981365308635748;
-2212;	0.938;	-1;	1.2092525800621639;	0.7901526232074467;
-2212;	0.938;	-1;	8.318781548978492;	0.9937029241178139;
-2212;	0.938;	-1;	5.928536789013458;	0.9877137597856531;
-2212;	0.938;	-1;	0.5435780326827511;	0.5013991982710934;
-2212;	0.938;	-1;	3.401642750857628;	0.9640205256318758;
-2212;	0.938;	-1;	5.601570436059963;	0.9862678662568568;
-2212;	0.938;	-1;	0.8417487651490794;	0.6678894780360839;
-2212;	0.938;	-1;	1.202537885151233;	0.7884958033953798;
-2212;	0.938;	-1;	3.623527011352337;	0.968089833421553;
-2212;	0.938;	-1;	3.0669192354395314;	0.9562743521634707;
-2212;	0.938;	-1;	0.3081367292923711;	0.312095449109348;
-2212;	0.938;	-1;	1.6132680387158236;	0.8644947372267765;
-2212;	0.938;	-1;	1.529799604860715;	0.8525066705762245;
-2212;	0.938;	-1;	0.7475974481450561;	0.6232693264365945;
-2212;	0.938;	-1;	3.4837595788033364;	0.9656112545148429;
-2212;	0.938;	-1;	0.6574271463100759;	0.573946885001872;
-2212;	0.938;	-1;	2.977037142067596;	0.9537772241428889;
-2212;	0.938;	-1;	5.00196994862824;	0.982867537107043;
-2212;	0.938;	-1;	6.646707799801643;	0.9901885303035957;
-2212;	0.938;	-1;	0.9906090561085388;	0.7261253024887947;
-2212;	0.938;	-1;	1.7328333140579333;	0.8794232920466384;
-2212;	0.938;	-1;	2.2694675883380424;	0.9241735791002886;
-2212;	0.938;	-1;	1.2986487339115222;	0.8106534430942764;
-2212;	0.938;	-1;	5.16913672517994;	0.9839315954615003;
-2212;	0.938;	-1;	6.223422582429543;	0.9888315293083126;
-2212;	0.938;	-1;	3.390076132552483;	0.9637877877761043;
-2212;	0.938;	-1;	3.1398957007016968;	0.9581589647214556;
-2212;	0.938;	-1;	1.2687843579682876;	0.8041146814108746;
-2212;	0.938;	-1;	4.41192441029082;	0.9781378374645328;
-2212;	0.938;	-1;	3.9826647933328507;	0.9733679745421143;
-2212;	0.938;	-1;	1.1672224945260454;	0.7794915372615807;
-2212;	0.938;	-1;	2.6296829540893327;	0.941874853479017;
-2212;	0.938;	-1;	0.5119027754456895;	0.47904426344217227;
-2212;	0.938;	-1;	6.5828348889666835;	0.9900000665684335;
-2212;	0.938;	-1;	6.82535741456702;	0.9906883695936877;
-2212;	0.938;	-1;	3.332831154364109;	0.9626026542103848;
-2212;	0.938;	-1;	3.399241270693212;	0.9639723857543885;
-2212;	0.938;	-1;	5.316078189720501;	0.9847877257896371;
-2212;	0.938;	-1;	7.225270325533157;	0.9916781514684684;
-2212;	0.938;	-1;	9.195490848391401;	0.9948375878701172;
-2212;	0.938;	-1;	0.7321912974943706;	0.6153198079251486;
-2212;	0.938;	-1;	1.9021958097864164;	0.8968838066718713;
-2212;	0.938;	-1;	5.21056726055657;	0.9841801000250457;
-2212;	0.938;	-1;	5.665433215624733;	0.9865695347488188;
-2212;	0.938;	-1;	2.3184454822035385;	0.9270049850549736;
-2212;	0.938;	-1;	3.0799217407026758;	0.956619140852202;
