# hega-rs ver.0.2.9 statistics: 
#UrQmdF19 in Lab: false
FinEnergy;	ECharge;	BCharge;	LCharge;	FinCnt;	FinChargedCnt;	PseudorapidityFilterCnt(-0.5, 0.5);	PseudorapidityFilterCnt(-1.0, 1.0);	PseudorapidityFilterCnt(-1.5, 1.5);	PseudorapidityFilterCnt(3.5, 5.8);	PseudorapidityFilterCnt(-5.8, -3.5);	PseudorapidityFilterCnt(4.4, 5.8);	PseudorapidityFilterCnt(-5.8, -4.4)
6975.061762087036;	172;	408;	0;	1573;	922;	36;	98;	188;	150;	0;	34;	0
6954.892599417289;	170;	407;	0;	1556;	892;	38;	101;	199;	167;	0;	36;	0
6910.993873568433;	170;	406;	0;	1461;	863;	46;	102;	188;	162;	0;	49;	0
6970.797946295187;	170;	406;	0;	1338;	771;	42;	92;	165;	145;	0;	49;	0
6892.572784819267;	172;	408;	0;	1476;	874;	47;	99;	185;	162;	0;	46;	0
6919.439551036139;	172;	407;	0;	1300;	773;	35;	96;	161;	152;	0;	53;	0
6900.006180258537;	172;	406;	0;	1364;	804;	44;	103;	181;	151;	0;	44;	0
6900.814771092783;	170;	408;	0;	1452;	838;	23;	88;	194;	153;	0;	38;	0
6926.358538491497;	171;	407;	0;	1466;	838;	35;	90;	162;	156;	0;	38;	0
6889.823927192245;	172;	404;	0;	1115;	626;	39;	84;	144;	109;	1;	36;	0
6900.373492471201;	170;	405;	0;	1248;	714;	42;	77;	156;	144;	0;	38;	0
6874.942201373476;	172;	408;	0;	1472;	862;	42;	92;	186;	144;	0;	41;	0
6908.547400301605;	172;	407;	0;	1297;	725;	42;	95;	186;	128;	0;	40;	0
6947.141480999739;	172;	407;	0;	1423;	837;	39;	96;	172;	178;	0;	43;	0
6917.041880407662;	172;	404;	0;	1222;	700;	36;	95;	167;	129;	0;	43;	0
6914.203707655442;	172;	406;	0;	1226;	676;	46;	93;	162;	133;	0;	46;	0
6934.357171351344;	172;	408;	0;	1623;	924;	41;	96;	188;	166;	0;	35;	0
6930.434337516152;	172;	408;	0;	1623;	946;	28;	82;	181;	159;	0;	38;	0
6884.1281466408755;	172;	407;	0;	1557;	897;	47;	97;	199;	144;	0;	38;	0
6883.681372314621;	172;	408;	0;	1661;	962;	38;	104;	203;	157;	0;	46;	0
6942.449979299193;	168;	405;	0;	1289;	701;	31;	79;	140;	133;	0;	36;	0
6895.6471153803;	168;	405;	0;	1234;	715;	49;	83;	153;	147;	0;	44;	0
6862.559785236109;	172;	407;	0;	1466;	851;	36;	104;	175;	151;	0;	31;	0
6911.098245279758;	171;	406;	0;	1301;	783;	57;	95;	184;	150;	0;	54;	0
6933.095532437219;	172;	408;	0;	1589;	968;	57;	117;	212;	168;	0;	36;	0
6974.088751050159;	171;	408;	0;	1451;	865;	37;	93;	200;	143;	0;	44;	0
6869.414731041305;	172;	406;	0;	1163;	668;	35;	81;	146;	120;	0;	43;	0
6977.454341579867;	172;	408;	0;	1451;	858;	39;	84;	173;	157;	0;	45;	0
6908.510564073858;	172;	407;	0;	1358;	777;	39;	95;	165;	135;	0;	33;	0
6905.621096036566;	172;	406;	0;	1469;	852;	57;	113;	205;	143;	0;	39;	0
6937.1498584382025;	170;	407;	0;	1504;	886;	45;	96;	171;	164;	0;	53;	0
6956.0243375902455;	172;	408;	0;	1612;	1000;	45;	103;	189;	164;	0;	51;	0
7004.180444823785;	172;	408;	0;	1504;	894;	36;	93;	161;	165;	0;	45;	0
6928.667520897344;	172;	407;	0;	1259;	717;	38;	78;	132;	163;	0;	52;	0
6931.033051123397;	172;	407;	0;	1295;	749;	52;	104;	175;	151;	0;	41;	0
6966.542476242553;	171;	408;	0;	1403;	839;	42;	101;	184;	148;	0;	41;	0
6956.105816087309;	170;	407;	0;	1239;	714;	42;	82;	158;	127;	0;	49;	0
6934.370327408145;	172;	407;	0;	1544;	891;	30;	84;	166;	176;	0;	46;	0
6948.729732297266;	172;	408;	0;	1415;	814;	40;	81;	157;	171;	0;	47;	0
6919.482147470423;	170;	406;	0;	1254;	729;	34;	87;	141;	130;	0;	42;	0
6968.509196161906;	172;	408;	0;	1604;	940;	39;	93;	181;	158;	0;	46;	0
6910.5220161048765;	172;	407;	0;	1612;	937;	34;	85;	186;	161;	0;	47;	0
6892.976762702822;	168;	406;	0;	1395;	806;	42;	93;	176;	153;	0;	47;	0
7004.189528833069;	171;	407;	0;	1547;	934;	43;	105;	192;	169;	0;	42;	0
6891.8954680275665;	172;	407;	0;	1414;	797;	36;	93;	161;	145;	0;	38;	0
6964.6061629226815;	172;	408;	0;	1552;	896;	45;	107;	197;	148;	0;	37;	0
6939.49815296159;	172;	408;	0;	1549;	908;	39;	94;	176;	154;	0;	37;	0
6911.053919742363;	172;	407;	0;	1387;	789;	43;	99;	174;	159;	0;	53;	0
6929.008527570686;	170;	407;	0;	1563;	956;	37;	108;	215;	143;	0;	42;	0
6997.248295462936;	172;	408;	0;	1614;	936;	32;	94;	189;	147;	0;	40;	0
6959.276413521263;	172;	407;	0;	1473;	841;	25;	75;	179;	150;	1;	39;	0
6930.352186445364;	172;	408;	0;	1603;	928;	29;	84;	175;	159;	0;	36;	0
6910.221321456728;	172;	407;	0;	1320;	743;	36;	76;	159;	134;	0;	46;	0
6909.467723849106;	172;	407;	0;	1422;	841;	44;	100;	191;	143;	0;	40;	0
6952.66964356488;	172;	408;	0;	1233;	668;	37;	82;	143;	126;	0;	33;	0
6973.736577776587;	172;	403;	0;	1344;	735;	31;	72;	128;	144;	0;	44;	0
6920.7901195268905;	172;	407;	0;	1375;	795;	38;	85;	159;	170;	0;	49;	0
6938.821542994929;	172;	406;	0;	1319;	754;	44;	87;	167;	144;	0;	46;	0
6895.8347124325555;	170;	406;	0;	1391;	779;	42;	94;	157;	159;	0;	59;	0
6940.692955392351;	170;	406;	0;	1588;	951;	34;	82;	187;	185;	0;	50;	0
6908.93370601196;	170;	406;	0;	1371;	769;	42;	92;	171;	153;	0;	39;	0
6906.07709448454;	169;	405;	0;	1208;	679;	35;	85;	165;	141;	0;	44;	0
7014.361478718032;	172;	408;	0;	1386;	812;	35;	79;	162;	173;	0;	60;	0
6915.842998161873;	170;	407;	0;	1632;	946;	27;	80;	160;	151;	0;	37;	0
6943.810882176235;	170;	407;	0;	1465;	850;	43;	112;	196;	166;	0;	60;	0
6916.567300880846;	172;	406;	0;	1189;	676;	35;	81;	141;	151;	0;	53;	0
6957.100880983168;	172;	408;	0;	1278;	752;	43;	88;	175;	152;	0;	46;	0
6943.141557825404;	171;	407;	0;	1548;	888;	41;	105;	200;	175;	0;	56;	0
6946.59798965954;	172;	406;	0;	1530;	910;	37;	91;	176;	162;	0;	46;	0
6895.84538394577;	172;	407;	0;	1240;	709;	30;	73;	142;	136;	0;	44;	0
6947.535224955908;	172;	408;	0;	1706;	1020;	40;	91;	198;	199;	0;	50;	0
6942.19500468579;	172;	405;	0;	1275;	733;	42;	93;	165;	139;	0;	43;	0
6934.749244311268;	169;	407;	0;	1421;	861;	41;	105;	182;	162;	0;	46;	0
6939.252936352232;	172;	407;	0;	1308;	757;	34;	98;	179;	147;	0;	45;	0
6895.352691950573;	172;	408;	0;	1431;	812;	40;	110;	193;	146;	0;	47;	0
6941.962598914946;	172;	408;	0;	1630;	964;	38;	97;	188;	148;	0;	42;	0
6883.912621598819;	172;	407;	0;	1320;	745;	35;	82;	140;	133;	0;	39;	0
6981.6968375308;	172;	407;	0;	1403;	821;	54;	116;	191;	138;	0;	31;	0
6953.460991208893;	172;	408;	0;	1479;	834;	38;	95;	189;	122;	0;	28;	0
6910.188174957776;	171;	406;	0;	1322;	753;	40;	83;	163;	138;	0;	40;	0
6879.289033619279;	172;	407;	0;	1306;	775;	47;	96;	169;	179;	0;	60;	0
6917.389932959101;	172;	408;	0;	1541;	926;	36;	91;	169;	162;	0;	34;	0
6877.438590791489;	171;	408;	0;	1255;	701;	38;	102;	167;	141;	0;	36;	0
6927.563903432009;	172;	407;	0;	1484;	837;	30;	90;	181;	139;	0;	39;	0
6933.995100192347;	171;	408;	0;	1439;	815;	44;	96;	186;	133;	0;	27;	0
7009.638303645306;	170;	407;	0;	1436;	840;	45;	104;	175;	138;	0;	53;	0
6962.914403852343;	172;	408;	0;	1463;	840;	39;	97;	169;	179;	0;	41;	0
6891.268922783005;	172;	408;	0;	1550;	902;	39;	99;	174;	135;	0;	40;	0
6973.72680653064;	171;	408;	0;	1523;	909;	39;	100;	191;	146;	0;	40;	0
6967.858497744527;	171;	408;	0;	1493;	865;	45;	96;	197;	137;	0;	36;	0
6963.653353256266;	171;	408;	0;	1546;	929;	31;	98;	185;	162;	0;	34;	0
6928.65417750995;	172;	407;	0;	1288;	723;	43;	78;	152;	138;	0;	45;	0
6963.437931719512;	168;	405;	0;	1311;	745;	29;	81;	161;	137;	0;	44;	0
6939.7701132803;	170;	407;	0;	1443;	846;	27;	88;	176;	144;	0;	33;	0
6903.2763954563525;	172;	407;	0;	1267;	735;	40;	92;	163;	135;	0;	48;	0
6937.305190700628;	172;	407;	0;	1489;	869;	33;	89;	174;	159;	0;	40;	0
6913.983376412838;	170;	405;	0;	1282;	750;	41;	113;	185;	134;	0;	36;	0
6974.834156354063;	172;	407;	0;	1595;	949;	28;	97;	199;	201;	0;	48;	0
6902.212330385389;	172;	407;	0;	1452;	837;	42;	91;	176;	146;	0;	28;	0
6924.246652801918;	170;	407;	0;	1538;	948;	40;	101;	189;	171;	0;	41;	0
6944.862923272134;	170;	407;	0;	1298;	770;	38;	93;	170;	159;	0;	49;	0
6953.778573984828;	168;	406;	0;	1230;	666;	33;	83;	138;	132;	1;	41;	0
6947.302761902412;	172;	408;	0;	1479;	866;	40;	94;	191;	159;	0;	50;	0
7045.392045655104;	172;	407;	0;	1532;	883;	37;	101;	177;	159;	0;	45;	0
6978.313446867007;	172;	407;	0;	1430;	835;	32;	79;	165;	158;	0;	50;	0
6961.441193828573;	172;	408;	0;	1626;	952;	35;	91;	176;	160;	0;	34;	0
6933.344209798866;	169;	407;	0;	1526;	923;	40;	106;	200;	168;	0;	46;	0
6900.203792472036;	172;	408;	0;	1634;	978;	42;	106;	198;	153;	0;	27;	0
6940.942912146803;	172;	408;	0;	1543;	922;	28;	90;	178;	160;	0;	38;	0
6973.209656149148;	172;	407;	0;	1466;	831;	49;	105;	180;	136;	0;	37;	0
6923.906388101339;	172;	407;	0;	1458;	857;	39;	105;	179;	161;	0;	53;	0
6957.214927349432;	172;	407;	0;	1296;	755;	43;	94;	181;	121;	0;	40;	0
6954.7733315477935;	170;	405;	0;	1249;	732;	35;	91;	160;	135;	0;	44;	0
6970.369157969878;	172;	408;	0;	1492;	860;	33;	101;	186;	142;	0;	43;	0
6984.720439821994;	172;	407;	0;	1463;	833;	33;	91;	184;	154;	0;	41;	0
6955.609379871576;	172;	407;	0;	1520;	893;	45;	101;	186;	153;	0;	35;	0
6931.133367935403;	172;	408;	0;	1562;	896;	33;	85;	187;	167;	0;	58;	0
6936.04608023503;	172;	407;	0;	1258;	721;	44;	108;	176;	133;	0;	51;	0
6942.825628484554;	169;	407;	0;	1189;	679;	36;	100;	174;	123;	0;	36;	0
7012.438243851303;	172;	407;	0;	1544;	887;	37;	100;	193;	156;	0;	36;	0
6954.051387139329;	172;	408;	0;	1492;	852;	39;	78;	178;	169;	0;	38;	0
6932.594997804414;	170;	406;	0;	1394;	813;	36;	93;	179;	157;	0;	49;	0
6903.73004938717;	170;	406;	0;	1521;	881;	50;	105;	177;	162;	0;	43;	0
6952.831102514589;	172;	408;	0;	1157;	656;	44;	88;	157;	136;	0;	53;	0
6924.189454433181;	172;	406;	0;	1346;	808;	38;	81;	166;	168;	0;	42;	0
6913.084436399891;	170;	405;	0;	1231;	702;	45;	98;	164;	154;	0;	37;	0
6909.820050202175;	172;	408;	0;	1386;	798;	43;	96;	178;	133;	0;	37;	0
6916.923113755623;	172;	407;	0;	1428;	807;	42;	74;	173;	137;	0;	39;	0
6897.692260569718;	171;	405;	0;	1299;	748;	38;	81;	160;	129;	0;	36;	0
6954.75663929126;	172;	407;	0;	1253;	689;	36;	82;	157;	123;	0;	42;	0
6882.169155289835;	171;	405;	0;	1353;	772;	35;	90;	170;	137;	0;	38;	0
7015.257232222493;	170;	407;	0;	1647;	944;	30;	87;	194;	160;	0;	45;	0
6968.4011771996975;	169;	406;	0;	1492;	826;	39;	85;	170;	158;	0;	48;	0
6962.464208974051;	166;	404;	0;	1212;	729;	43;	96;	156;	156;	0;	54;	0
6886.296512346698;	171;	407;	0;	1101;	642;	32;	78;	160;	123;	0;	46;	0
6901.251849884494;	172;	408;	0;	1318;	746;	35;	84;	156;	134;	0;	38;	0
6940.101732253623;	172;	407;	0;	1228;	665;	26;	73;	154;	140;	0;	46;	0
6890.156281902961;	172;	407;	0;	1216;	703;	36;	84;	151;	124;	0;	32;	0
7003.659934891302;	172;	405;	0;	1409;	817;	31;	74;	156;	147;	0;	41;	0
6900.730266660022;	168;	405;	0;	1435;	837;	33;	91;	177;	134;	0;	47;	0
6944.668015800332;	170;	406;	0;	1430;	815;	43;	93;	179;	122;	0;	31;	0
6921.2196642516055;	170;	407;	0;	1310;	760;	39;	90;	181;	109;	0;	33;	0
6891.089573139118;	172;	407;	0;	1227;	737;	45;	108;	177;	131;	0;	43;	0
6870.432134508985;	172;	408;	0;	1272;	728;	40;	89;	161;	148;	0;	50;	0
6898.45726642107;	172;	408;	0;	1473;	844;	35;	94;	176;	136;	0;	50;	0
7004.494697123373;	170;	404;	0;	1238;	735;	43;	102;	174;	140;	0;	54;	0
6998.442822510516;	172;	408;	0;	1548;	886;	31;	82;	173;	154;	0;	43;	0
6911.71400953213;	172;	408;	0;	1528;	898;	43;	90;	179;	168;	0;	59;	0
6911.189895881433;	172;	408;	0;	1643;	958;	43;	104;	204;	166;	0;	46;	0
6976.06277151826;	172;	408;	0;	1356;	764;	31;	84;	151;	159;	0;	48;	0
7029.3669792725805;	172;	407;	0;	1213;	683;	35;	81;	136;	108;	0;	29;	0
7043.529440254752;	171;	408;	0;	1225;	693;	39;	94;	157;	128;	0;	52;	0
6949.6522420512665;	172;	407;	0;	1593;	945;	40;	104;	211;	155;	0;	45;	0
6889.879510986553;	172;	408;	0;	1543;	932;	40;	99;	181;	169;	0;	45;	0
6892.699751003119;	171;	408;	0;	1306;	757;	42;	92;	179;	142;	0;	45;	0
6985.932699018856;	172;	408;	0;	1573;	934;	35;	87;	174;	147;	0;	37;	0
6934.732422183049;	172;	405;	0;	1381;	763;	31;	66;	153;	134;	0;	39;	0
6940.9520793783595;	172;	407;	0;	1473;	875;	36;	88;	170;	159;	0;	42;	0
6939.388797849134;	172;	405;	0;	1380;	793;	33;	103;	172;	155;	0;	47;	0
6936.128719404818;	169;	406;	0;	1360;	788;	36;	81;	166;	147;	0;	49;	0
6970.0168381076;	169;	405;	0;	1186;	657;	33;	76;	143;	129;	0;	41;	0
6897.559983280621;	172;	406;	0;	1454;	840;	44;	99;	190;	148;	0;	50;	0
6912.709787286423;	172;	408;	0;	1628;	952;	30;	77;	175;	156;	0;	38;	0
6913.806966807217;	172;	408;	0;	1505;	892;	35;	84;	176;	140;	0;	40;	0
6901.63333691381;	172;	407;	0;	1232;	709;	39;	92;	170;	160;	0;	54;	0
6933.5603446965315;	172;	408;	0;	1524;	896;	47;	103;	184;	174;	0;	55;	0
6919.5083463269875;	172;	408;	0;	1352;	790;	41;	90;	171;	158;	0;	38;	0
6890.861585732771;	170;	408;	0;	1232;	690;	45;	113;	181;	127;	0;	53;	0
6911.302236888839;	172;	408;	0;	1603;	938;	28;	82;	179;	159;	0;	58;	0
6941.0118521375;	172;	405;	0;	1313;	755;	47;	91;	165;	141;	0;	57;	0
6906.840622396915;	171;	405;	0;	1312;	756;	50;	108;	178;	131;	0;	41;	0
6884.011148015554;	172;	408;	0;	1405;	810;	33;	87;	169;	144;	0;	35;	0
6983.565575115804;	171;	408;	0;	1528;	903;	45;	105;	212;	178;	0;	47;	0
6928.987234458624;	172;	408;	0;	1482;	846;	37;	86;	163;	149;	0;	35;	0
6958.907948924199;	171;	407;	0;	1289;	756;	43;	91;	179;	139;	0;	41;	0
7017.372511202117;	172;	407;	0;	1256;	715;	49;	101;	183;	115;	0;	37;	0
6936.051435891971;	170;	406;	0;	1385;	821;	38;	84;	169;	159;	0;	40;	0
7029.292681233127;	170;	406;	0;	1292;	729;	34;	88;	148;	154;	0;	53;	0
6926.871825279886;	172;	406;	0;	1241;	700;	34;	94;	146;	126;	0;	34;	0
6950.239563575655;	172;	406;	0;	1284;	744;	39;	106;	182;	150;	0;	41;	0
6930.061065462914;	168;	405;	0;	1277;	703;	34;	77;	167;	125;	0;	47;	0
6933.654208438376;	172;	408;	0;	1484;	862;	34;	96;	171;	165;	0;	47;	0
6875.672073416225;	172;	408;	0;	1386;	786;	39;	102;	187;	139;	0;	56;	0
6878.93340866999;	172;	408;	0;	1636;	952;	40;	88;	179;	150;	0;	37;	0
6920.745178454091;	172;	406;	0;	1304;	762;	35;	91;	173;	130;	0;	35;	0
6915.617540688582;	172;	407;	0;	1581;	921;	34;	86;	175;	160;	0;	48;	0
6971.400267465443;	172;	405;	0;	1311;	759;	48;	96;	186;	137;	0;	44;	0
6987.737605013243;	170;	406;	0;	1610;	933;	39;	88;	180;	159;	0;	42;	0
6949.680299200048;	172;	408;	0;	1570;	930;	28;	76;	189;	156;	0;	43;	0
6975.682323291169;	170;	406;	0;	1429;	801;	31;	73;	155;	148;	0;	50;	0
6903.4469629482155;	172;	407;	0;	1319;	765;	36;	84;	152;	134;	0;	55;	0
6910.075574312095;	170;	407;	0;	1370;	808;	30;	82;	168;	160;	0;	54;	0
6893.685194646938;	170;	407;	0;	1371;	764;	53;	112;	189;	130;	0;	42;	0
6885.5625423864185;	172;	408;	0;	1257;	718;	32;	96;	168;	132;	0;	33;	0
6914.264660417706;	172;	406;	0;	1218;	666;	32;	94;	171;	116;	1;	45;	0
6985.6745222945165;	172;	408;	0;	1621;	926;	41;	90;	180;	171;	0;	41;	0
6930.895875004023;	170;	406;	0;	1320;	747;	35;	87;	163;	155;	0;	36;	0
6884.66664581856;	172;	408;	0;	1587;	944;	31;	90;	192;	166;	0;	55;	0
6912.426663586476;	172;	406;	0;	1223;	710;	42;	86;	171;	131;	0;	40;	0
6899.483892863035;	172;	408;	0;	1650;	970;	42;	94;	201;	192;	0;	47;	0
6949.914517351243;	172;	406;	0;	1392;	792;	27;	68;	152;	157;	0;	50;	0
6866.946573999211;	169;	406;	0;	1521;	906;	45;	94;	190;	138;	0;	34;	0
7018.25322421202;	172;	407;	0;	1445;	839;	32;	82;	162;	167;	0;	50;	0
6915.958362724555;	170;	406;	0;	1465;	845;	33;	85;	155;	155;	0;	49;	0
6946.236984009237;	172;	407;	0;	1357;	789;	38;	87;	153;	156;	0;	46;	0
6916.861720843146;	171;	408;	0;	1556;	925;	40;	96;	190;	171;	0;	41;	0
6939.008848743487;	172;	408;	0;	1478;	838;	40;	96;	186;	146;	0;	49;	0
6942.315986866296;	170;	405;	0;	1335;	772;	31;	79;	163;	159;	0;	44;	0
6912.266439136949;	168;	406;	0;	1286;	744;	34;	86;	172;	137;	0;	52;	0
6878.9569068944975;	172;	407;	0;	1437;	831;	33;	89;	176;	142;	0;	40;	0
6933.863212403533;	172;	407;	0;	1485;	849;	43;	89;	186;	148;	0;	40;	0
6982.469315144968;	172;	407;	0;	1195;	685;	34;	82;	137;	132;	0;	46;	0
6872.431471301443;	172;	408;	0;	1384;	820;	34;	84;	160;	165;	0;	42;	0
6924.006386821353;	170;	405;	0;	1320;	768;	34;	87;	152;	161;	0;	56;	0
6914.885996612926;	172;	408;	0;	1562;	914;	39;	88;	190;	163;	0;	43;	0
6891.082011048124;	172;	408;	0;	1279;	724;	39;	95;	169;	137;	0;	44;	0
6957.855618554985;	172;	408;	0;	1580;	910;	38;	78;	164;	167;	0;	40;	0
6972.232085690347;	170;	407;	0;	1504;	898;	29;	91;	192;	166;	0;	51;	0
6932.61371262804;	172;	407;	0;	1463;	849;	40;	92;	170;	160;	0;	46;	0
6937.181683738474;	170;	404;	0;	1262;	741;	41;	95;	164;	160;	0;	47;	0
6925.214191375171;	172;	408;	0;	1526;	902;	43;	90;	175;	170;	0;	44;	0
6939.332306650038;	172;	408;	0;	1282;	728;	34;	89;	166;	146;	0;	46;	0
7056.466411440351;	170;	407;	0;	1435;	826;	33;	78;	164;	164;	0;	55;	0
6942.591765574439;	170;	406;	0;	1222;	681;	41;	82;	143;	136;	0;	49;	0
6889.612244594739;	172;	408;	0;	1376;	806;	42;	90;	164;	142;	0;	54;	0
6956.43637313396;	171;	408;	0;	1592;	917;	36;	95;	196;	161;	0;	38;	0
6941.6064787421155;	170;	407;	0;	1568;	904;	39;	83;	165;	142;	0;	33;	0
6952.075668504572;	170;	407;	0;	1609;	958;	47;	101;	196;	181;	0;	57;	0
6872.075145722816;	172;	407;	0;	1345;	777;	51;	91;	165;	143;	0;	44;	0
6919.9934984280935;	170;	407;	0;	1495;	882;	37;	90;	181;	160;	0;	48;	0
6913.111749100952;	170;	404;	0;	1193;	689;	45;	85;	148;	130;	0;	37;	0
6906.182838022441;	172;	407;	0;	1525;	903;	42;	95;	188;	142;	1;	40;	0
6961.603940884319;	172;	407;	0;	1658;	939;	40;	109;	190;	170;	0;	43;	0
6910.8135180967265;	172;	407;	0;	1350;	797;	42;	93;	164;	133;	0;	36;	0
6902.05248254804;	170;	407;	0;	1352;	746;	39;	90;	170;	113;	0;	27;	0
6932.843573666287;	172;	408;	0;	1619;	978;	38;	92;	189;	152;	0;	37;	0
6932.834224402208;	170;	406;	0;	1367;	763;	35;	79;	164;	146;	0;	43;	0
6957.127057167358;	170;	407;	0;	1435;	840;	40;	100;	171;	158;	0;	38;	0
6873.59278588317;	172;	406;	0;	1306;	754;	28;	87;	162;	149;	0;	55;	0
6931.549242113867;	172;	408;	0;	1625;	946;	30;	90;	190;	137;	0;	37;	0
6941.671319079413;	171;	407;	0;	1502;	906;	31;	90;	184;	152;	0;	60;	0
6997.306828455649;	170;	407;	0;	1380;	788;	39;	103;	181;	138;	0;	37;	0
6970.887361194527;	171;	407;	0;	1290;	758;	35;	98;	180;	128;	0;	44;	0
6873.686654547125;	170;	405;	0;	1227;	720;	38;	87;	149;	122;	0;	41;	0
6959.703734880861;	172;	408;	0;	1554;	926;	37;	93;	183;	169;	0;	61;	0
6956.627286813096;	172;	407;	0;	1322;	791;	46;	101;	194;	152;	0;	47;	0
6918.046290492125;	172;	407;	0;	1574;	949;	36;	86;	185;	176;	0;	47;	0
7017.785215408411;	171;	407;	0;	1698;	1000;	36;	92;	182;	160;	0;	35;	0
6995.733763113027;	170;	407;	0;	1478;	858;	47;	94;	178;	158;	0;	45;	0
6880.441180326874;	172;	408;	0;	1498;	856;	49;	111;	188;	151;	0;	51;	0
6887.741885618883;	172;	408;	0;	1602;	936;	36;	105;	192;	160;	0;	40;	0
7027.9857732518585;	172;	408;	0;	1580;	952;	36;	83;	182;	170;	0;	43;	0
6975.632326787891;	168;	406;	0;	1524;	884;	38;	77;	162;	158;	0;	46;	0
6940.779834782489;	172;	408;	0;	1294;	764;	37;	96;	175;	144;	0;	46;	0
6902.584984748021;	172;	408;	0;	1523;	900;	48;	96;	173;	166;	0;	43;	0
7019.708282014199;	170;	406;	0;	1481;	859;	38;	87;	172;	144;	0;	47;	0
6968.080621946468;	172;	408;	0;	1201;	672;	45;	84;	143;	155;	0;	57;	0
6929.267027316544;	172;	408;	0;	1251;	728;	41;	85;	161;	133;	0;	39;	0
6907.567483551793;	172;	407;	0;	1526;	885;	39;	103;	193;	144;	0;	46;	0
6937.036033126616;	170;	407;	0;	1414;	796;	36;	81;	151;	143;	0;	44;	0
6908.388292288288;	171;	408;	0;	1542;	897;	40;	103;	183;	173;	0;	43;	0
6912.66371326501;	172;	408;	0;	1361;	812;	39;	100;	192;	162;	0;	49;	0
6954.186137058908;	170;	407;	0;	1284;	746;	46;	99;	179;	143;	0;	45;	0
6955.608814559399;	172;	404;	0;	1100;	620;	38;	87;	141;	122;	0;	45;	0
6906.20890541902;	170;	405;	0;	1390;	818;	38;	85;	165;	168;	0;	53;	0
6934.094347930627;	170;	405;	0;	1535;	906;	39;	93;	185;	157;	0;	44;	0
6888.6171171162405;	172;	406;	0;	1389;	798;	46;	96;	168;	136;	0;	38;	0
6879.1645775688585;	172;	406;	0;	1256;	690;	33;	68;	139;	129;	0;	44;	0
6903.046056101205;	172;	407;	0;	1363;	801;	28;	77;	167;	155;	0;	42;	0
6914.801940639571;	172;	408;	0;	1326;	798;	38;	83;	168;	146;	0;	40;	0
6922.168783593103;	172;	408;	0;	1361;	802;	44;	95;	172;	147;	0;	51;	0
6946.660893888849;	172;	408;	0;	1397;	852;	30;	92;	174;	150;	0;	50;	0
6936.304574861427;	172;	408;	0;	1472;	874;	41;	106;	187;	150;	0;	40;	0
7020.605593698589;	172;	408;	0;	1685;	996;	35;	99;	189;	171;	0;	48;	0
7001.520339541079;	172;	408;	0;	1471;	836;	29;	89;	165;	126;	0;	38;	0
6908.340043210078;	172;	408;	0;	1340;	770;	37;	104;	181;	128;	0;	38;	0
6970.661974301718;	168;	405;	0;	1434;	817;	30;	74;	144;	153;	0;	50;	0
6921.407761794964;	171;	405;	0;	1232;	738;	43;	92;	161;	148;	0;	48;	0
6910.201007867154;	172;	407;	0;	1628;	959;	31;	100;	198;	153;	0;	41;	0
6927.948323343328;	166;	404;	0;	1223;	687;	42;	88;	149;	119;	0;	43;	0
6885.457869870641;	170;	407;	0;	1514;	906;	38;	95;	188;	149;	0;	42;	0
6897.993472969412;	172;	408;	0;	1482;	892;	36;	90;	181;	155;	0;	51;	0
6883.690621693854;	172;	406;	0;	1499;	886;	35;	79;	163;	179;	0;	45;	0
6946.459715321315;	172;	408;	0;	1184;	700;	49;	84;	151;	123;	0;	41;	0
6886.914611438759;	170;	406;	0;	1441;	847;	35;	88;	172;	158;	0;	54;	0
6976.7788362108795;	170;	407;	0;	1248;	704;	37;	93;	169;	124;	0;	32;	0
6907.42439274639;	172;	407;	0;	1332;	757;	44;	110;	191;	133;	0;	41;	0
7007.120120745824;	172;	408;	0;	1540;	894;	33;	98;	178;	152;	0;	50;	0
6974.683532280748;	172;	408;	0;	1546;	894;	34;	88;	176;	174;	0;	37;	0
6947.78336883285;	172;	408;	0;	1368;	802;	39;	94;	174;	154;	0;	40;	0
6922.81075573509;	172;	408;	0;	1493;	848;	42;	92;	198;	124;	0;	32;	0
6922.6077045662005;	170;	407;	0;	1242;	686;	42;	86;	147;	133;	0;	44;	0
6930.059035966536;	172;	406;	0;	1277;	752;	33;	84;	162;	119;	0;	37;	0
6884.427279931935;	172;	407;	0;	1224;	701;	35;	93;	165;	137;	0;	45;	0
6904.338992389288;	170;	407;	0;	1119;	624;	49;	81;	136;	108;	0;	44;	0
6887.697965482475;	172;	408;	0;	1298;	748;	30;	94;	164;	140;	0;	29;	0
6953.289509745002;	172;	408;	0;	1479;	852;	36;	88;	156;	160;	0;	50;	0
6959.541466506467;	171;	407;	0;	1199;	720;	38;	93;	166;	161;	0;	58;	0
6918.109215062017;	172;	406;	0;	1333;	758;	46;	87;	155;	148;	0;	42;	0
6880.975757364285;	172;	405;	0;	1120;	619;	33;	76;	148;	119;	0;	41;	0
7025.302756864588;	172;	408;	0;	1519;	852;	34;	79;	166;	170;	0;	48;	0
6959.650222642279;	172;	407;	0;	1198;	683;	39;	97;	154;	125;	0;	39;	0
6905.4240144389305;	172;	406;	0;	1432;	820;	48;	89;	169;	153;	0;	45;	0
6935.6522943017235;	170;	406;	0;	1262;	731;	44;	88;	146;	152;	1;	48;	0
