# hega-rs ver.0.2.9 particle compilation : Particles([-2212]); total-items=47356
#	 sourceUrQmdF19 in Lab: false
id;	mass;	charge;	p;	beta;
-2212;	0.938;	-1;	7.930403561138676;	0.9930775909538195;
-2212;	0.938;	-1;	15.13696634630308;	0.9980855261990357;
-2212;	0.938;	-1;	10.164860046271565;	0.9957693216165954;
-2212;	0.938;	-1;	2.942640860265386;	0.9527661289172977;
-2212;	0.938;	-1;	1.472790584175836;	0.8434617895601189;
-2212;	0.938;	-1;	13.031063505506678;	0.9974193312209436;
-2212;	0.938;	-1;	3.1420270635258696;	0.958212203032539;
-2212;	0.938;	-1;	3.4250392025860217;	0.964484612433258;
-2212;	0.938;	-1;	7.131091003595803;	0.9914597154827638;
-2212;	0.938;	-1;	0.5747232660759437;	0.5224431348687948;
-2212;	0.938;	-1;	4.300497728578436;	0.977029500668726;
-2212;	0.938;	-1;	17.700423518051423;	0.9985988170967501;
-2212;	0.938;	-1;	7.03689593198686;	0.9912325649582829;
-2212;	0.938;	-1;	5.261443736204279;	0.9844775154457047;
-2212;	0.938;	-1;	12.766999305003413;	0.9973119080197362;
-2212;	0.938;	-1;	2.4816480267926795;	0.935411203849829;
-2212;	0.938;	-1;	1.3689856129897786;	0.8249348057554515;
-2212;	0.938;	-1;	4.7425460952062455;	0.9809964928689358;
-2212;	0.938;	-1;	3.1534305021730304;	0.9584953617952683;
-2212;	0.938;	-1;	3.273138361781396;	0.9613050533891541;
-2212;	0.938;	-1;	8.395608794201229;	0.9938165826032855;
-2212;	0.938;	-1;	4.918885101027874;	0.9822992872798603;
-2212;	0.938;	-1;	4.318883949869572;	0.9772180445713466;
-2212;	0.938;	-1;	5.4815672248393525;	0.9856730349696197;
-2212;	0.938;	-1;	9.680811331252666;	0.995338697185612;
-2212;	0.938;	-1;	1.5347086515322703;	0.8532515310315437;
-2212;	0.938;	-1;	6.562902908672655;	0.9899401482722855;
-2212;	0.938;	-1;	26.516207886551086;	0.9993749057706856;
-2212;	0.938;	-1;	13.604931829756332;	0.9976316930356298;
-2212;	0.938;	-1;	4.661170628546009;	0.9803467727262597;
-2212;	0.938;	-1;	5.214672820447032;	0.9842044136563488;
-2212;	0.938;	-1;	8.539532423980601;	0.9940214047891108;
-2212;	0.938;	-1;	6.267601897164179;	0.98898584137744;
-2212;	0.938;	-1;	1.9441380134707515;	0.9006512574289895;
-2212;	0.938;	-1;	3.035326345017466;	0.9554196707716167;
-2212;	0.938;	-1;	15.966382919299086;	0.9982787649221939;
-2212;	0.938;	-1;	16.87158750372688;	0.9984580921620176;
