# hega-rs ver.0.2.9 particle compilation : Particles([-2212]); total-items=616
#	 sourceUrQmdF19 in Lab: false
id;	mass;	charge;	p;	beta;
-2212;	0.938;	-1;	9.465630698486164;	0.9951259236019934;
-2212;	0.938;	-1;	1.6600265818236164;	0.8706248150336718;
-2212;	0.938;	-1;	2.7287397250432295;	0.945687055356967;
-2212;	0.938;	-1;	2.154286689747676;	0.9168592736697944;
-2212;	0.938;	-1;	0.6367630506499258;	0.5616602794209193;
-2212;	0.938;	-1;	2.574648075555958;	0.9395864601063142;
-2212;	0.938;	-1;	3.5950571217845764;	0.9676068182803166;
-2212;	0.938;	-1;	0.877312404843054;	0.6830859274949022;
-2212;	0.938;	-1;	2.2756099955269136;	0.9245372670379834;
-2212;	0.938;	-1;	0.4902900142099572;	0.463233307345366;
-2212;	0.938;	-1;	1.0322857613141818;	0.7400976398536748;
-2212;	0.938;	-1;	9.72917842256462;	0.9953846082989383;
-2212;	0.938;	-1;	2.8001074843576985;	0.9482118003164619;
-2212;	0.938;	-1;	4.531186543193846;	0.9792384122119855;
-2212;	0.938;	-1;	0.9989790658136937;	0.7290064201403387;
-2212;	0.938;	-1;	2.745804462805546;	0.9463068230388374;
-2212;	0.938;	-1;	6.250201088011249;	0.9889254447222277;
-2212;	0.938;	-1;	0.9235143631481862;	0.701583088440941;
-2212;	0.938;	-1;	1.36361660564911;	0.8238970323708482;
-2212;	0.938;	-1;	5.344451723621333;	0.9849452005329394;
-2212;	0.938;	-1;	0.6959600292286907;	0.5958604780663496;
-2212;	0.938;	-1;	6.137484205376989;	0.9885219750747278;
-2212;	0.938;	-1;	1.5762052751491475;	0.8593449800764772;
-2212;	0.938;	-1;	2.9741741858077178;	0.9536942813511419;
-2212;	0.938;	-1;	7.677838716110478;	0.9926197831576792;
-2212;	0.938;	-1;	0.2207597338929065;	0.22909228591902556;
-2212;	0.938;	-1;	0.8345419303528134;	0.6647037686485061;
-2212;	0.938;	-1;	2.8247110054773743;	0.9490425506590481;
-2212;	0.938;	-1;	4.915967445834035;	0.9822788254690861;
-2212;	0.938;	-1;	1.5371550905370608;	0.8536207957778966;
-2212;	0.938;	-1;	5.790768798424244;	0.9871335715550769;
-2212;	0.938;	-1;	1.7628225272187783;	0.8828041846945779;
-2212;	0.938;	-1;	3.773828893581292;	0.9704718059217073;
-2212;	0.938;	-1;	1.0592565615911944;	0.7486578694234175;
-2212;	0.938;	-1;	3.4247265545114693;	0.9644784690724333;
-2212;	0.938;	-1;	0.9791834633754801;	0.7221297144693278;
-2212;	0.938;	-1;	0.7253315115007758;	0.6117185326283454;
-2212;	0.938;	-1;	1.6484723557309051;	0.8691465916336799;
-2212;	0.938;	-1;	0.9737829468531475;	0.7202155929553644;
-2212;	0.938;	-1;	4.304347058753627;	0.9770691651113644;
-2212;	0.938;	-1;	0.5351443728920262;	0.49554154317490406;
-2212;	0.938;	-1;	4.385286970187129;	0.9778802115164537;
-2212;	0.938;	-1;	7.05697505856617;	0.9912817361085282;
-2212;	0.938;	-1;	2.413902768494475;	0.9321011583078547;
-2212;	0.938;	-1;	0.39270290239162997;	0.3861813816776738;
-2212;	0.938;	-1;	1.1776484418102033;	0.7822015164900322;
-2212;	0.938;	-1;	4.562048801685926;	0.9795098210146699;
-2212;	0.938;	-1;	1.3912484402424319;	0.8291505365320736;
-2212;	0.938;	-1;	1.093632628109641;	0.759050587590938;
-2212;	0.938;	-1;	0.8822691695776351;	0.68513638471804;
-2212;	0.938;	-1;	4.3575427286041855;	0.9776070646698946;
-2212;	0.938;	-1;	1.103158763378146;	0.7618319424961315;
-2212;	0.938;	-1;	1.7312509523867416;	0.879241114360692;
-2212;	0.938;	-1;	7.801780409363574;	0.9928499208518445;
-2212;	0.938;	-1;	7.324305613042918;	0.9918989682830429;
-2212;	0.938;	-1;	5.305401679185658;	0.984727835137099;
-2212;	0.938;	-1;	0.4873557377776936;	0.461051668709118;
-2212;	0.938;	-1;	7.077447602442281;	0.9913314478591023;
-2212;	0.938;	-1;	1.7960152560020892;	0.8863927809674068;
-2212;	0.938;	-1;	1.0409366795809436;	0.7428834342888848;
-2212;	0.938;	-1;	1.6801495956589698;	0.8731441570516415;
-2212;	0.938;	-1;	0.5185008396941031;	0.4837807552601549;
-2212;	0.938;	-1;	7.496072826732742;	0.9922617248189024;
-2212;	0.938;	-1;	1.0712911763353603;	0.752360793129221;
-2212;	0.938;	-1;	2.006200943874018;	0.905876129633692;
-2212;	0.938;	-1;	4.53591798337944;	0.9792803665255749;
-2212;	0.938;	-1;	3.0453668873429685;	0.9556939326383735;
-2212;	0.938;	-1;	1.7867224928221395;	0.8854038802377177;
-2212;	0.938;	-1;	3.6594383501719223;	0.9686840850233268;
-2212;	0.938;	-1;	0.37498236140065305;	0.3712049394447988;
-2212;	0.938;	-1;	3.4795862124593206;	0.9655329327051602;
-2212;	0.938;	-1;	3.9446154005206897;	0.9728725354634068;
-2212;	0.938;	-1;	2.772496145717249;	0.947255732208435;
-2212;	0.938;	-1;	1.7835151147576518;	0.8850597473604188;
-2212;	0.938;	-1;	5.6071427043698465;	0.9862945878861544;
-2212;	0.938;	-1;	4.918189475964097;	0.9822944119809097;
-2212;	0.938;	-1;	0.5379668012387018;	0.4975094826675155;
-2212;	0.938;	-1;	1.922518036995492;	0.8987341210927884;
-2212;	0.938;	-1;	3.6152646574050427;	0.9679507562850256;
-2212;	0.938;	-1;	4.32020185750909;	0.9772314710053077;
-2212;	0.938;	-1;	6.751966814998871;	0.9904877385368048;
-2212;	0.938;	-1;	2.204910174498952;	0.9201936727173644;
-2212;	0.938;	-1;	4.014939053681388;	0.973777793281058;
-2212;	0.938;	-1;	0.8507618800504639;	0.6718226046423343;
-2212;	0.938;	-1;	1.727621342127956;	0.8788217744350155;
-2212;	0.938;	-1;	7.721772585393071;	0.9927026109422814;
-2212;	0.938;	-1;	2.634963965624767;	0.9420877814722701;
-2212;	0.938;	-1;	2.47121187486565;	0.9349167394580737;
-2212;	0.938;	-1;	3.6070986905752935;	0.9678124209689414;
-2212;	0.938;	-1;	2.23283107454281;	0.9219510053055276;
-2212;	0.938;	-1;	1.3053297932116619;	0.8120760412429666;
-2212;	0.938;	-1;	3.3920196717370037;	0.9638270493828868;
-2212;	0.938;	-1;	2.2641075275810114;	0.9238541462494807;
-2212;	0.938;	-1;	3.474370994512388;	0.9654346883608166;
-2212;	0.938;	-1;	1.897171038724764;	0.8964189162979117;
-2212;	0.938;	-1;	2.586019817280216;	0.9400699133454459;
-2212;	0.938;	-1;	3.770711001861055;	0.9704250995665009;
-2212;	0.938;	-1;	3.7760559766433546;	0.9705051011720796;
-2212;	0.938;	-1;	1.1073969641325554;	0.7630559926584743;
-2212;	0.938;	-1;	1.0463328509714296;	0.744601811314686;
-2212;	0.938;	-1;	6.778066915339506;	0.9905598225825532;
-2212;	0.938;	-1;	0.5768385780395067;	0.5238390731209631;
-2212;	0.938;	-1;	2.958003391848968;	0.9532216792441635;
-2212;	0.938;	-1;	1.717086930071975;	0.8775930694245772;
-2212;	0.938;	-1;	1.901122297661568;	0.8967847345835119;
-2212;	0.938;	-1;	2.046101310498823;	0.909030564520823;
-2212;	0.938;	-1;	1.557119592410294;	0.8565867714317478;
-2212;	0.938;	-1;	3.79054236589637;	0.9707203272404505;
-2212;	0.938;	-1;	3.863900903053286;	0.9717753825919319;
-2212;	0.938;	-1;	1.6762088355601756;	0.8726562180313784;
-2212;	0.938;	-1;	1.572704326238168;	0.8588445711001634;
-2212;	0.938;	-1;	6.318503641683686;	0.9891597227965464;
-2212;	0.938;	-1;	1.5488664711071771;	0.8553708371278557;
-2212;	0.938;	-1;	2.261462767258837;	0.9236958170856697;
-2212;	0.938;	-1;	1.6860468305444545;	0.873869472846467;
-2212;	0.938;	-1;	4.614539766732973;	0.9799594871926744;
-2212;	0.938;	-1;	3.0587772852466717;	0.956056401478796;
-2212;	0.938;	-1;	4.592240915714353;	0.9797702709481781;
-2212;	0.938;	-1;	3.8211580305357287;	0.9711676189158502;
-2212;	0.938;	-1;	2.054589679213346;	0.9096821249219582;
-2212;	0.938;	-1;	4.021792390059592;	0.9738636149557568;
-2212;	0.938;	-1;	2.7030907808906455;	0.9447357224686405;
-2212;	0.938;	-1;	4.640438729998275;	0.9801759717196482;
-2212;	0.938;	-1;	1.5070423860329878;	0.8489846447121786;
-2212;	0.938;	-1;	2.344636696982285;	0.9284568461107684;
-2212;	0.938;	-1;	5.355614210730362;	0.9850064884634705;
-2212;	0.938;	-1;	3.81715186676587;	0.9711096658409273;
-2212;	0.938;	-1;	4.895305778295775;	0.9821329116771423;
-2212;	0.938;	-1;	3.0372965950866573;	0.9554736849186697;
-2212;	0.938;	-1;	3.5691246341360787;	0.9671574053656139;
-2212;	0.938;	-1;	2.6528843679698535;	0.9428019227565005;
-2212;	0.938;	-1;	0.9219530669150139;	0.7009800575437862;
-2212;	0.938;	-1;	3.1223323836446366;	0.9577164434532549;
-2212;	0.938;	-1;	5.126040958870501;	0.9836668897038061;
-2212;	0.938;	-1;	3.9668056941887135;	0.973163114589666;
-2212;	0.938;	-1;	5.6985698987553;	0.9867221865528524;
-2212;	0.938;	-1;	0.6647962474979308;	0.5782371706251268;
-2212;	0.938;	-1;	2.013580844265261;	0.9064712103541623;
-2212;	0.938;	-1;	5.93876217877682;	0.9877552591276839;
-2212;	0.938;	-1;	2.2063264743405497;	0.920284177532479;
-2212;	0.938;	-1;	1.4668563979817522;	0.8424768494093418;
-2212;	0.938;	-1;	2.022119432209928;	0.9071530476176922;
-2212;	0.938;	-1;	5.131992554518761;	0.9837038304493727;
-2212;	0.938;	-1;	1.8615884127202367;	0.8930402121080973;
-2212;	0.938;	-1;	2.8234029010541515;	0.9489988734522743;
-2212;	0.938;	-1;	2.0724654434583467;	0.911032613848981;
-2212;	0.938;	-1;	6.501343162898032;	0.9897516699178698;
-2212;	0.938;	-1;	1.1223280507561058;	0.7673037138056231;
-2212;	0.938;	-1;	8.419901193050011;	0.9938518830015686;
-2212;	0.938;	-1;	3.544286072876878;	0.9667182737952618;
-2212;	0.938;	-1;	1.567824264899622;	0.8581429121929298;
-2212;	0.938;	-1;	3.505841521532312;	0.9660213339438687;
-2212;	0.938;	-1;	4.183941290005036;	0.9757786229705169;
-2212;	0.938;	-1;	3.2569456242917227;	0.9609416388251432;
-2212;	0.938;	-1;	9.615943971335316;	0.9952760429419801;
-2212;	0.938;	-1;	2.122476043879276;	0.9146608339141263;
-2212;	0.938;	-1;	0.5019555030328884;	0.47182368342486425;
-2212;	0.938;	-1;	1.7085175951666405;	0.8765806416228457;
-2212;	0.938;	-1;	4.808295639504553;	0.981498419460782;
-2212;	0.938;	-1;	1.394276757890269;	0.8297132910211762;
-2212;	0.938;	-1;	0.4165908694502197;	0.4058959790390871;
-2212;	0.938;	-1;	0.8360344075132315;	0.6653665016994065;
-2212;	0.938;	-1;	0.3391175583198841;	0.3399950759300406;
-2212;	0.938;	-1;	8.422560027958541;	0.993855728369538;
-2212;	0.938;	-1;	4.053403969623803;	0.9742541423377271;
-2212;	0.938;	-1;	2.53579711347931;	0.9378913217060402;
-2212;	0.938;	-1;	3.0912742337031505;	0.9569169251404489;
-2212;	0.938;	-1;	3.940362200171959;	0.9728163090288964;
-2212;	0.938;	-1;	0.6965543773712143;	0.5961885204127695;
-2212;	0.938;	-1;	1.8478985459015331;	0.8916986871348722;
-2212;	0.938;	-1;	1.487173304959782;	0.8458141730288756;
-2212;	0.938;	-1;	1.1319583183690998;	0.7699909219710882;
-2212;	0.938;	-1;	5.426149010980808;	0.985385310002083;
-2212;	0.938;	-1;	3.903671222119122;	0.9723240219645338;
-2212;	0.938;	-1;	1.2110351790621112;	0.7905895834009811;
-2212;	0.938;	-1;	1.439213434741939;	0.8377750176271992;
-2212;	0.938;	-1;	0.9294208990349851;	0.7038508409245129;
-2212;	0.938;	-1;	2.032017897645835;	0.9079346322718778;
-2212;	0.938;	-1;	4.737963321363543;	0.9809607567073441;
-2212;	0.938;	-1;	2.5879198406096355;	0.9401501414791553;
-2212;	0.938;	-1;	1.104696148562581;	0.7622769067032036;
-2212;	0.938;	-1;	0.7821664638815704;	0.6404258786190385;
-2212;	0.938;	-1;	6.83433025021892;	0.9907124647907166;
-2212;	0.938;	-1;	1.4488037173589112;	0.8394277526324682;
-2212;	0.938;	-1;	3.0278373913755674;	0.9552134833475631;
-2212;	0.938;	-1;	2.4615896620278614;	0.9344559626101406;
-2212;	0.938;	-1;	3.81077631389839;	0.971017081603183;
-2212;	0.938;	-1;	4.294268266065332;	0.9769650949230382;
-2212;	0.938;	-1;	5.214846027441749;	0.9842054381868057;
-2212;	0.938;	-1;	0.8268553708690294;	0.6612655747180927;
-2212;	0.938;	-1;	2.836113779175476;	0.9494209821873678;
-2212;	0.938;	-1;	1.2324417804184504;	0.7957438824149196;
-2212;	0.938;	-1;	1.1404889208392162;	0.7723375530297321;
-2212;	0.938;	-1;	2.4006120479586035;	0.931423035688178;
-2212;	0.938;	-1;	3.2659418676519643;	0.9611441584713268;
-2212;	0.938;	-1;	0.6245610258413504;	0.5542256443608254;
-2212;	0.938;	-1;	11.200051017046754;	0.9965113420914249;
-2212;	0.938;	-1;	2.5003227113722737;	0.9362825120430792;
-2212;	0.938;	-1;	1.3330546477545473;	0.8178282164260077;
-2212;	0.938;	-1;	4.340431648643564;	0.9774361020623056;
-2212;	0.938;	-1;	0.3468654104649237;	0.34683773166790977;
-2212;	0.938;	-1;	0.6869343803814161;	0.5908420909331855;
-2212;	0.938;	-1;	2.5276836918685057;	0.9375286113148297;
-2212;	0.938;	-1;	4.507375704033223;	0.9790253522233839;
-2212;	0.938;	-1;	3.1008634351014233;	0.9571661266727862;
