# hega-rs ver.0.2.9 particle compilation : Particles([-2212]); total-items=427
#	 sourceUrQmdF19 in Lab: false
id;	mass;	charge;	p;	beta;
-2212;	0.938;	-1;	1.9781441635960206;	0.9035638154843815;
-2212;	0.938;	-1;	0.8828068629354895;	0.6853578378261821;
-2212;	0.938;	-1;	6.0525509709563785;	0.9882032989312095;
-2212;	0.938;	-1;	3.276669639689207;	0.9613836455152871;
-2212;	0.938;	-1;	1.2228036122603663;	0.7934442787551717;
-2212;	0.938;	-1;	1.2739367312021428;	0.8052641438627915;
-2212;	0.938;	-1;	5.934740555618249;	0.9877389624952314;
-2212;	0.938;	-1;	1.3823541203371155;	0.8274830085160785;
-2212;	0.938;	-1;	8.101515185088497;	0.9933640450543966;
-2212;	0.938;	-1;	1.1124406033977905;	0.7645020415097364;
-2212;	0.938;	-1;	2.626887132794441;	0.9417616657737654;
-2212;	0.938;	-1;	1.8679784125532608;	0.8936583532585264;
-2212;	0.938;	-1;	0.41483262194412823;	0.40446361529580066;
-2212;	0.938;	-1;	2.0604072004357996;	0.9101248282299291;
-2212;	0.938;	-1;	7.555045548743832;	0.992380687480513;
-2212;	0.938;	-1;	6.631024012206939;	0.9901427477825315;
-2212;	0.938;	-1;	1.7508539704615576;	0.8814710600943669;
