# hega-rs ver.0.2.9 particle compilation : Particles([-2212]); total-items=49248
#	 sourceUrQmdF19 in Lab: false
id;	mass;	charge;	p;	beta;
-2212;	0.938;	-1;	0.9732465531991368;	0.7200245739761625;
-2212;	0.938;	-1;	1.240188151663287;	0.7975675093058735;
-2212;	0.938;	-1;	0.893867229710319;	0.6898712117638046;
-2212;	0.938;	-1;	0.9931196963794242;	0.7269935585099399;
-2212;	0.938;	-1;	1.3745559726257057;	0.8260027520899998;
-2212;	0.938;	-1;	0.8116617612170726;	0.654344933501808;
-2212;	0.938;	-1;	0.5374276509065755;	0.4971341513566396;
-2212;	0.938;	-1;	0.3871277557041861;	0.38150167063363066;
-2212;	0.938;	-1;	2.175226163472893;	0.9182623092287618;
-2212;	0.938;	-1;	2.302949307402575;	0.9261258839732577;
-2212;	0.938;	-1;	0.6464542987597809;	0.5674698394870472;
-2212;	0.938;	-1;	1.4285785831815483;	0.8359149443186591;
-2212;	0.938;	-1;	0.9344617067772225;	0.7057693383151645;
-2212;	0.938;	-1;	1.113934967469825;	0.7649282834941621;
-2212;	0.938;	-1;	1.7195924872156456;	0.877886889176488;
-2212;	0.938;	-1;	0.9556042293303227;	0.7136496863762283;
-2212;	0.938;	-1;	0.7805501257075038;	0.639644252369132;
-2212;	0.938;	-1;	0.9421078628751647;	0.7086500530284952;
-2212;	0.938;	-1;	2.2018233396643794;	0.9199959043539678;
-2212;	0.938;	-1;	1.3694483983505914;	0.8250238688276507;
-2212;	0.938;	-1;	1.5140726915508382;	0.8500849568896625;
-2212;	0.938;	-1;	2.337685320582734;	0.9280756028650695;
-2212;	0.938;	-1;	2.315133240745552;	0.9268183541769164;
-2212;	0.938;	-1;	2.223689647703564;	0.9213818291173944;
-2212;	0.938;	-1;	3.308902836623191;	0.9620903015520935;
-2212;	0.938;	-1;	1.5521500255819345;	0.855856306189103;
-2212;	0.938;	-1;	0.8593560305977086;	0.6755207219853644;
-2212;	0.938;	-1;	1.529592481677391;	0.8524751286495793;
-2212;	0.938;	-1;	2.3689163096489922;	0.9297657811476173;
-2212;	0.938;	-1;	2.0086091172515372;	0.9060709055314761;
-2212;	0.938;	-1;	0.6334552017143754;	0.5596580851083869;
-2212;	0.938;	-1;	0.4378296138099843;	0.4229618414703244;
-2212;	0.938;	-1;	2.7386255550768532;	0.946047358330402;
-2212;	0.938;	-1;	2.496398825314777;	0.9361008553206768;
-2212;	0.938;	-1;	1.5326797411449007;	0.8529443112169941;
-2212;	0.938;	-1;	0.8833548215326614;	0.6855833232917194;
-2212;	0.938;	-1;	1.2046754079024773;	0.7890250994520686;
-2212;	0.938;	-1;	1.647660582492948;	0.8690418505960494;
-2212;	0.938;	-1;	2.7730568964382267;	0.9472754041025034;
-2212;	0.938;	-1;	1.6495522858888105;	0.8692857512186568;
-2212;	0.938;	-1;	0.7958563420806546;	0.6469668391802231;
-2212;	0.938;	-1;	1.6985131364475814;	0.8753837521944344;
-2212;	0.938;	-1;	1.126294710207768;	0.7684154928443538;
-2212;	0.938;	-1;	4.854766600702176;	0.9818413842047784;
-2212;	0.938;	-1;	1.0603665554184554;	0.7490023703474599;
-2212;	0.938;	-1;	2.3436954422535363;	0.928405394754947;
-2212;	0.938;	-1;	0.9582527976217967;	0.7146182288793184;
-2212;	0.938;	-1;	0.9185704562884657;	0.699668391804498;
-2212;	0.938;	-1;	0.7918789974345828;	0.6450810030434412;
-2212;	0.938;	-1;	0.7093629879624395;	0.6031858960322758;
-2212;	0.938;	-1;	2.2963201945332012;	0.925745143983085;
-2212;	0.938;	-1;	1.563501993506884;	0.8575174108991362;
-2212;	0.938;	-1;	1.2629835479003675;	0.8028096741180132;
-2212;	0.938;	-1;	0.7757217418937605;	0.6372974866410405;
-2212;	0.938;	-1;	1.1030969933089518;	0.7618140418621888;
-2212;	0.938;	-1;	1.846813894270075;	0.8915913821081695;
-2212;	0.938;	-1;	1.1343641251137133;	0.7706559063071761;
-2212;	0.938;	-1;	1.1633613767290885;	0.7784766861765336;
-2212;	0.938;	-1;	1.0452406958538307;	0.7442552103631346;
-2212;	0.938;	-1;	1.190403685829727;	0.7854576112374361;
-2212;	0.938;	-1;	1.5723673308941681;	0.8587962724461631;
-2212;	0.938;	-1;	1.2180230909654381;	0.7922909185402183;
-2212;	0.938;	-1;	1.3290443403357317;	0.8170109989681678;
-2212;	0.938;	-1;	1.1120023621957824;	0.7643768501548088;
-2212;	0.938;	-1;	2.3441399667982714;	0.9284297002444828;
-2212;	0.938;	-1;	1.1927303324159237;	0.7860446089402509;
-2212;	0.938;	-1;	1.2055764151015065;	0.7892476829602408;
-2212;	0.938;	-1;	1.1751404277208786;	0.7815536375276333;
-2212;	0.938;	-1;	0.6435943254546997;	0.5657641088648019;
-2212;	0.938;	-1;	0.9260346659363029;	0.7025533525825973;
-2212;	0.938;	-1;	2.299673305374048;	0.9259380811506993;
-2212;	0.938;	-1;	2.062500604405487;	0.9102833739118531;
-2212;	0.938;	-1;	1.6822751939504428;	0.8734062605639933;
-2212;	0.938;	-1;	2.0439688631358846;	0.9088658244195431;
-2212;	0.938;	-1;	0.686497203596595;	0.5905972545145073;
-2212;	0.938;	-1;	1.7138720464334554;	0.8772146149328083;
-2212;	0.938;	-1;	1.3555403197537135;	0.822320209722621;
-2212;	0.938;	-1;	2.0433026409815067;	0.9088142687228352;
-2212;	0.938;	-1;	3.3773745877324592;	0.9635296511002828;
-2212;	0.938;	-1;	2.0829944060959877;	0.911814584046209;
-2212;	0.938;	-1;	0.6470866539938835;	0.5678460028136764;
-2212;	0.938;	-1;	1.0361188179296812;	0.7413367047141288;
-2212;	0.938;	-1;	2.143274069208369;	0.9161074783889878;
-2212;	0.938;	-1;	1.5016395749250218;	0.8481314780561559;
-2212;	0.938;	-1;	1.5203715308331711;	0.8510614231454242;
-2212;	0.938;	-1;	1.5666766242278591;	0.8579772018680798;
-2212;	0.938;	-1;	1.818744987169999;	0.8887614400112206;
-2212;	0.938;	-1;	1.060348109190562;	0.7489966502804519;
-2212;	0.938;	-1;	1.5261510334269017;	0.8519496793913619;
-2212;	0.938;	-1;	2.5382990955318876;	0.9380025560199299;
-2212;	0.938;	-1;	3.2135158148695955;	0.9599418005140128;
-2212;	0.938;	-1;	1.765213006790444;	0.8830679210376158;
-2212;	0.938;	-1;	2.4264810430986268;	0.9327340282648867;
-2212;	0.938;	-1;	1.4722870923475522;	0.84337854999553;
-2212;	0.938;	-1;	1.4655910830146315;	0.8422657366883611;
-2212;	0.938;	-1;	0.9921659626191578;	0.7266641381565792;
-2212;	0.938;	-1;	1.0256453642760737;	0.7379331039177255;
-2212;	0.938;	-1;	1.774516287881292;	0.8840864205538996;
-2212;	0.938;	-1;	2.139518088468055;	0.9158488393788194;
-2212;	0.938;	-1;	1.0221078293976618;	0.7367706119853846;
-2212;	0.938;	-1;	1.6492949238459444;	0.8692526063421961;
-2212;	0.938;	-1;	1.1674172594920804;	0.7795425670466378;
-2212;	0.938;	-1;	1.4173710748826507;	0.8339230405760504;
-2212;	0.938;	-1;	1.4133788681093262;	0.8332055387037632;
-2212;	0.938;	-1;	1.5903218434056043;	0.8613379641731395;
-2212;	0.938;	-1;	1.1601288029223307;	0.7776223187209361;
-2212;	0.938;	-1;	0.7336407927182416;	0.6160758799990983;
-2212;	0.938;	-1;	0.8670635997895427;	0.6787945478433659;
-2212;	0.938;	-1;	1.1494940256286676;	0.7747808690407234;
-2212;	0.938;	-1;	1.4324562842132393;	0.8365965282057282;
-2212;	0.938;	-1;	1.6911218711970235;	0.874489028402736;
-2212;	0.938;	-1;	1.8481646700088714;	0.8917249919535677;
-2212;	0.938;	-1;	0.435427309296282;	0.42105347953483985;
-2212;	0.938;	-1;	0.7073901701946388;	0.602117087836195;
-2212;	0.938;	-1;	2.749381078497668;	0.9464354125828386;
-2212;	0.938;	-1;	1.6497879159576845;	0.8693160870218368;
-2212;	0.938;	-1;	0.7380857107947626;	0.6183838158706516;
-2212;	0.938;	-1;	1.197107662037964;	0.7871432448447644;
-2212;	0.938;	-1;	1.4125019532039593;	0.8330473685855202;
-2212;	0.938;	-1;	1.5556183670621146;	0.8563666508105788;
-2212;	0.938;	-1;	1.3480941087717133;	0.8208494213040617;
-2212;	0.938;	-1;	2.215051979086721;	0.9208385155464333;
-2212;	0.938;	-1;	3.844092616937408;	0.9714961058886481;
-2212;	0.938;	-1;	2.1635590962303293;	0.917484796351253;
-2212;	0.938;	-1;	1.6186677370881275;	0.8652230451467148;
-2212;	0.938;	-1;	1.0499135158716644;	0.7457339425735832;
-2212;	0.938;	-1;	2.8832074197110753;	0.9509411864464494;
-2212;	0.938;	-1;	1.0238598381951507;	0.7373471696093745;
-2212;	0.938;	-1;	1.2566260271365541;	0.8013660492341519;
-2212;	0.938;	-1;	1.5662026990795284;	0.8579086925471254;
-2212;	0.938;	-1;	1.130137833287002;	0.7694860518374808;
-2212;	0.938;	-1;	0.49344875409306693;	0.4655724587603418;
-2212;	0.938;	-1;	1.283817915067787;	0.8074434401184133;
-2212;	0.938;	-1;	1.1444928615220804;	0.773428185319897;
-2212;	0.938;	-1;	1.6765485975136538;	0.8726983901150045;
-2212;	0.938;	-1;	1.8464498750090672;	0.8915553358401763;
-2212;	0.938;	-1;	0.663358104427595;	0.5774036213522439;
-2212;	0.938;	-1;	1.204919853492754;	0.7890855176705291;
-2212;	0.938;	-1;	1.237511500718276;	0.7969398385559621;
-2212;	0.938;	-1;	1.2824829387122465;	0.8071509258535863;
-2212;	0.938;	-1;	1.222766398929084;	0.7934353334354656;
-2212;	0.938;	-1;	2.258395967200836;	0.9235116279722173;
-2212;	0.938;	-1;	3.515839827246543;	0.9662046431349589;
-2212;	0.938;	-1;	2.6327335243590455;	0.9419979897810841;
-2212;	0.938;	-1;	2.4438557275976827;	0.9335942702194316;
-2212;	0.938;	-1;	0.4221026478914815;	0.41036681809395853;
-2212;	0.938;	-1;	0.9774164491121479;	0.721505243348973;
-2212;	0.938;	-1;	1.4394947525979385;	0.83782382890899;
-2212;	0.938;	-1;	0.7005369462312462;	0.5983789574903821;
-2212;	0.938;	-1;	0.9455005113874873;	0.7099170062611404;
-2212;	0.938;	-1;	1.3711855469928202;	0.8253576354604352;
-2212;	0.938;	-1;	1.6215976296754384;	0.8656159490262575;
-2212;	0.938;	-1;	1.2768412250883037;	0.8059081427464241;
-2212;	0.938;	-1;	2.580117088495404;	0.939819672086211;
-2212;	0.938;	-1;	0.8170453685304139;	0.6568162290862072;
-2212;	0.938;	-1;	2.22609527437282;	0.9215321891166667;
-2212;	0.938;	-1;	1.3702354369640277;	0.82517519339721;
-2212;	0.938;	-1;	0.881787349091038;	0.6849377817513508;
-2212;	0.938;	-1;	1.5279571691196059;	0.8522257664090442;
-2212;	0.938;	-1;	1.030077995358604;	0.7393805239150446;
-2212;	0.938;	-1;	1.6017387134654297;	0.862921243020938;
-2212;	0.938;	-1;	1.8191883720805275;	0.8888069494349278;
-2212;	0.938;	-1;	1.1037742949557214;	0.7620102249286359;
-2212;	0.938;	-1;	0.8778052099207432;	0.683290512274135;
-2212;	0.938;	-1;	3.8230944584884377;	0.9711955696565845;
-2212;	0.938;	-1;	2.181654896105248;	0.9186862417673874;
-2212;	0.938;	-1;	1.1760236714888905;	0.7817820891760472;
-2212;	0.938;	-1;	3.7042878082500557;	0.969403571003185;
-2212;	0.938;	-1;	1.9589271236840335;	0.9019330836118982;
-2212;	0.938;	-1;	0.8390462066165426;	0.6666991125047391;
-2212;	0.938;	-1;	0.9772984772469924;	0.7214634887229487;
-2212;	0.938;	-1;	1.8449537083742806;	0.8914070028676959;
-2212;	0.938;	-1;	1.712686830478357;	0.8770746780140354;
-2212;	0.938;	-1;	0.5727573214835406;	0.5211419897156021;
-2212;	0.938;	-1;	1.0086866464601383;	0.732300107291251;
-2212;	0.938;	-1;	1.2604382534138672;	0.8022333921877798;
-2212;	0.938;	-1;	1.0042705498848405;	0.7308080921568675;
-2212;	0.938;	-1;	1.3476341415907362;	0.8207580284672309;
-2212;	0.938;	-1;	2.3703160358298656;	0.9298401836642841;
-2212;	0.938;	-1;	0.5499740185256845;	0.5057961232079544;
-2212;	0.938;	-1;	0.7181844562836764;	0.6079255550630761;
-2212;	0.938;	-1;	2.4473187365719244;	0.9337638222847099;
-2212;	0.938;	-1;	2.125025890951553;	0.9148401078989101;
-2212;	0.938;	-1;	1.89463677570689;	0.8961833188483148;
-2212;	0.938;	-1;	0.8916191533681855;	0.6889602887117076;
-2212;	0.938;	-1;	3.474859866217629;	0.9654439152493566;
-2212;	0.938;	-1;	1.3114220439587707;	0.8133607665202478;
-2212;	0.938;	-1;	1.439188679273152;	0.837770721359841;
-2212;	0.938;	-1;	1.8260736162663322;	0.8895102961550793;
-2212;	0.938;	-1;	1.3744687019008472;	0.8259860888413517;
-2212;	0.938;	-1;	2.166666579864101;	0.9176929182362117;
-2212;	0.938;	-1;	1.0379938245726705;	0.741940067645618;
-2212;	0.938;	-1;	1.3333475148081237;	0.8178877035382727;
-2212;	0.938;	-1;	1.399595141396254;	0.8306955223729713;
-2212;	0.938;	-1;	0.1238948233692191;	0.13094671174682884;
-2212;	0.938;	-1;	2.3229543204884595;	0.9272579370701928;
-2212;	0.938;	-1;	0.8861200013829955;	0.6867181931312186;
-2212;	0.938;	-1;	2.435992703879911;	0.9332069477358853;
-2212;	0.938;	-1;	0.9981568501653656;	0.7287250996945491;
-2212;	0.938;	-1;	1.4161903477308406;	0.8337112727695875;
-2212;	0.938;	-1;	0.7424951562299918;	0.6206576330020666;
-2212;	0.938;	-1;	1.9693809981961339;	0.9028250105041057;
-2212;	0.938;	-1;	0.9499226243626372;	0.7115581187139496;
-2212;	0.938;	-1;	0.6100418059813606;	0.5452030792152285;
-2212;	0.938;	-1;	1.6688903992982882;	0.8717430754828633;
-2212;	0.938;	-1;	1.92095201809129;	0.8985932201648128;
-2212;	0.938;	-1;	2.1284942060701035;	0.9150830920293497;
-2212;	0.938;	-1;	1.1178409750635374;	0.766037677445436;
-2212;	0.938;	-1;	3.787698369765074;	0.970678257122076;
-2212;	0.938;	-1;	1.1472491499539235;	0.7741750003672973;
-2212;	0.938;	-1;	1.0305014624471962;	0.7395182678969757;
-2212;	0.938;	-1;	0.685010891033128;	0.589763639123234;
-2212;	0.938;	-1;	2.2626883091687637;	0.9237692433292286;
-2212;	0.938;	-1;	1.7671195534213298;	0.8832776679759148;
-2212;	0.938;	-1;	2.3214614244395473;	0.9271743238424001;
-2212;	0.938;	-1;	0.9527280934806374;	0.7125932700906091;
-2212;	0.938;	-1;	0.5952622539662329;	0.535819962685229;
-2212;	0.938;	-1;	0.5315092767078905;	0.4929956819666105;
-2212;	0.938;	-1;	1.3136252347092758;	0.8138224627282994;
-2212;	0.938;	-1;	1.149018530011592;	0.7746527155381117;
-2212;	0.938;	-1;	0.6134194824301638;	0.5473192335237593;
-2212;	0.938;	-1;	2.232785237268466;	0.9219481661332046;
-2212;	0.938;	-1;	0.38018969280385545;	0.37563673285590954;
-2212;	0.938;	-1;	0.5471841130972279;	0.5038830124066062;
-2212;	0.938;	-1;	1.478934240572244;	0.8444726126113534;
-2212;	0.938;	-1;	0.966473234162747;	0.7175983365733374;
-2212;	0.938;	-1;	1.3383379018876362;	0.8188973320059785;
-2212;	0.938;	-1;	1.977554962848062;	0.9035143923736758;
-2212;	0.938;	-1;	0.811310010520023;	0.6541827313919507;
-2212;	0.938;	-1;	1.0848904767878644;	0.7564610230454054;
-2212;	0.938;	-1;	3.684455375371101;	0.9690884566049884;
-2212;	0.938;	-1;	1.2128044251964123;	0.7910220795795655;
-2212;	0.938;	-1;	1.058237723180855;	0.748341125031751;
-2212;	0.938;	-1;	1.5818797446471713;	0.860150850997353;
-2212;	0.938;	-1;	1.4542381566225802;	0.840354074530209;
-2212;	0.938;	-1;	1.5791601270703992;	0.8597654204697351;
-2212;	0.938;	-1;	1.7203768263087016;	0.8779786631745657;
-2212;	0.938;	-1;	1.1795976910849053;	0.7827033071281952;
-2212;	0.938;	-1;	2.07303031341271;	0.9110748171751644;
-2212;	0.938;	-1;	0.6090169439564058;	0.5445589211324006;
-2212;	0.938;	-1;	1.7189925729040396;	0.877816629014484;
-2212;	0.938;	-1;	1.5611222611262707;	0.8571713944031623;
-2212;	0.938;	-1;	2.382377712972903;	0.9304766275371413;
-2212;	0.938;	-1;	0.6696422964309827;	0.581032659341379;
-2212;	0.938;	-1;	0.35225923922050645;	0.3515689832969528;
-2212;	0.938;	-1;	0.980274893714003;	0.7225145512260901;
-2212;	0.938;	-1;	1.3557947203615217;	0.8223701702166836;
-2212;	0.938;	-1;	1.3114307988639735;	0.8133626042280896;
-2212;	0.938;	-1;	3.300998256657922;	0.9619187786254746;
-2212;	0.938;	-1;	0.6567194441845011;	0.5735323517388283;
-2212;	0.938;	-1;	2.701860381344676;	0.9446894773741473;
-2212;	0.938;	-1;	2.664489197158247;	0.9432575641362586;
-2212;	0.938;	-1;	2.409013066572284;	0.9318528075799812;
-2212;	0.938;	-1;	0.49039978448710597;	0.46331475889109935;
-2212;	0.938;	-1;	0.7593570592185208;	0.6292101050763204;
-2212;	0.938;	-1;	0.9630089018513796;	0.7163472048163032;
-2212;	0.938;	-1;	1.4956701087706472;	0.8471810946577917;
-2212;	0.938;	-1;	0.9268245699359723;	0.7028566452727372;
-2212;	0.938;	-1;	1.6704796593188438;	0.8719421480585767;
-2212;	0.938;	-1;	1.2667783182179113;	0.8036646923105627;
-2212;	0.938;	-1;	0.3111050062615515;	0.3148051997568362;
-2212;	0.938;	-1;	2.367107536462169;	0.9296694666975778;
-2212;	0.938;	-1;	1.6376250466630022;	0.8677372780645287;
-2212;	0.938;	-1;	1.2435941012452576;	0.798362471087673;
-2212;	0.938;	-1;	1.850900499302434;	0.8919948896255074;
-2212;	0.938;	-1;	2.584635030595616;	0.940011342454559;
-2212;	0.938;	-1;	1.645537988924291;	0.8687674244810865;
-2212;	0.938;	-1;	0.40363921418266585;	0.39527502631654754;
-2212;	0.938;	-1;	0.8236066374252943;	0.6597997624610901;
-2212;	0.938;	-1;	1.8075995002004732;	0.8876087677731055;
-2212;	0.938;	-1;	1.8445837037838646;	0.8913702756260092;
-2212;	0.938;	-1;	1.586406835957599;	0.8607891886002185;
-2212;	0.938;	-1;	1.282343645243739;	0.8071203701712777;
-2212;	0.938;	-1;	1.0718204131635112;	0.7525220170458473;
-2212;	0.938;	-1;	0.8182288267140484;	0.6573566655797105;
-2212;	0.938;	-1;	0.9006230357091695;	0.6925890679126677;
-2212;	0.938;	-1;	0.8153095152412978;	0.656021701544157;
-2212;	0.938;	-1;	1.093860150270591;	0.7591175065357959;
-2212;	0.938;	-1;	0.8011448473666668;	0.6494560938942331;
-2212;	0.938;	-1;	2.045773339503915;	0.9090052551433585;
-2212;	0.938;	-1;	1.6371613308128798;	0.8676765600059485;
-2212;	0.938;	-1;	1.2584003959094259;	0.8017703771524912;
-2212;	0.938;	-1;	1.529533541690407;	0.8524661512225213;
-2212;	0.938;	-1;	1.0336584985254849;	0.7405422567177086;
-2212;	0.938;	-1;	1.1877147727063935;	0.7847765655923054;
-2212;	0.938;	-1;	3.0541627973145107;	0.9559321690027476;
-2212;	0.938;	-1;	2.97689437057649;	0.9537730930622154;
-2212;	0.938;	-1;	0.8546585646850794;	0.6735056448875055;
-2212;	0.938;	-1;	1.64971369265882;	0.8693065323258534;
-2212;	0.938;	-1;	0.868439282576508;	0.6793746573557471;
-2212;	0.938;	-1;	1.1067017028260144;	0.7628557525167889;
-2212;	0.938;	-1;	0.7387776456726949;	0.6187416578774969;
-2212;	0.938;	-1;	1.3166875376793084;	0.8144616428277068;
-2212;	0.938;	-1;	0.8179039496352857;	0.6572084085122469;
-2212;	0.938;	-1;	2.878084747159124;	0.9507790863912905;
-2212;	0.938;	-1;	2.067829150477621;	0.9106851359828396;
-2212;	0.938;	-1;	1.2619658946885213;	0.802579535994823;
-2212;	0.938;	-1;	2.035945474281912;	0.9082421529957125;
-2212;	0.938;	-1;	1.3929431854160457;	0.8294657834195373;
-2212;	0.938;	-1;	0.5934326373726002;	0.5346443286720388;
-2212;	0.938;	-1;	1.009481395173284;	0.732567505672254;
-2212;	0.938;	-1;	1.3801850506037225;	0.8270729944519772;
-2212;	0.938;	-1;	1.250928609496561;	0.8000603073313697;
-2212;	0.938;	-1;	0.899580278948466;	0.6921714796552252;
-2212;	0.938;	-1;	1.5382429526069672;	0.853784585085989;
-2212;	0.938;	-1;	0.95031642569883;	0.7117037023537663;
-2212;	0.938;	-1;	1.3165339792003092;	0.8144296617120226;
-2212;	0.938;	-1;	0.7206383000386601;	0.6092325478710031;
-2212;	0.938;	-1;	2.428238103957888;	0.9328217535887166;
-2212;	0.938;	-1;	0.999320323969747;	0.7291230729899383;
-2212;	0.938;	-1;	2.8214205088157205;	0.9489325776762062;
-2212;	0.938;	-1;	1.2177134692697622;	0.7922159242004531;
-2212;	0.938;	-1;	2.0095002057439557;	0.9061428321365546;
-2212;	0.938;	-1;	1.296930394860495;	0.8102852193446994;
-2212;	0.938;	-1;	1.3144879604499997;	0.8140028349671625;
-2212;	0.938;	-1;	0.6121999490599456;	0.5465563877933542;
-2212;	0.938;	-1;	1.0601605129781055;	0.7489384682828195;
-2212;	0.938;	-1;	1.1799431572986896;	0.7827920807931048;
-2212;	0.938;	-1;	1.4961999034116398;	0.8472657723407474;
-2212;	0.938;	-1;	1.3750742928383906;	0.826101674214633;
-2212;	0.938;	-1;	0.8023580218456466;	0.6500241995894231;
-2212;	0.938;	-1;	0.995982983893721;	0.7279795321701343;
-2212;	0.938;	-1;	1.2530703459542882;	0.8005524926854446;
-2212;	0.938;	-1;	1.1382923877870748;	0.7717363234001425;
-2212;	0.938;	-1;	1.0066579168660026;	0.7316159890578782;
-2212;	0.938;	-1;	1.1162951278286581;	0.7655994381056959;
-2212;	0.938;	-1;	1.1259289063471103;	0.7683132551366393;
-2212;	0.938;	-1;	0.9534747770240175;	0.7128679970396522;
-2212;	0.938;	-1;	1.8740602526813273;	0.8942419972179966;
-2212;	0.938;	-1;	1.5314879249442355;	0.8527634308757504;
-2212;	0.938;	-1;	0.7151195999166852;	0.6062861493421002;
-2212;	0.938;	-1;	1.6039893315746085;	0.8632303897717938;
-2212;	0.938;	-1;	0.9396250352199221;	0.7077184985026252;
-2212;	0.938;	-1;	1.5834009346024778;	0.8603657969490959;
-2212;	0.938;	-1;	0.8616048300148973;	0.6764800680504681;
-2212;	0.938;	-1;	2.858705979571465;	0.9501587341417032;
-2212;	0.938;	-1;	1.181590345879654;	0.7832146987427193;
-2212;	0.938;	-1;	0.7541192281920678;	0.6265775015316779;
-2212;	0.938;	-1;	1.0786260120750844;	0.7545832352530296;
-2212;	0.938;	-1;	0.9723310733509777;	0.7196981774512127;
-2212;	0.938;	-1;	0.9727728744713433;	0.7198557526619748;
-2212;	0.938;	-1;	1.2280132747625327;	0.7946915156965552;
-2212;	0.938;	-1;	1.0923514004202128;	0.7586733025425364;
-2212;	0.938;	-1;	2.424251688121099;	0.9326224836554085;
-2212;	0.938;	-1;	3.0930257856752505;	0.9569626024918848;
-2212;	0.938;	-1;	0.4945052171943285;	0.46635263600667165;
-2212;	0.938;	-1;	0.9960826001095491;	0.7280137539771758;
-2212;	0.938;	-1;	2.4598025056284496;	0.9343698610722446;
-2212;	0.938;	-1;	1.274745234525707;	0.8054436961504843;
-2212;	0.938;	-1;	1.8003653530047727;	0.8868515717086647;
-2212;	0.938;	-1;	1.4610284149509207;	0.8415012434229535;
-2212;	0.938;	-1;	2.773492326295676;	0.947290672186583;
-2212;	0.938;	-1;	2.581744620755508;	0.939888821385443;
-2212;	0.938;	-1;	0.9157438810704661;	0.6985668848838048;
-2212;	0.938;	-1;	1.7054732684460345;	0.8762181427034601;
-2212;	0.938;	-1;	1.0134360936699462;	0.733893062427559;
-2212;	0.938;	-1;	2.6381284941721264;	0.9422148303386854;
-2212;	0.938;	-1;	2.1674014009225426;	0.9177420222646524;
-2212;	0.938;	-1;	1.5162404114764552;	0.8504219973059707;
-2212;	0.938;	-1;	1.4507996187713175;	0.839768815138937;
-2212;	0.938;	-1;	1.3118609154818965;	0.8134528583472325;
-2212;	0.938;	-1;	1.2792380433652681;	0.806437431773594;
-2212;	0.938;	-1;	1.4796217082785046;	0.8445851643423947;
-2212;	0.938;	-1;	2.8094624174920013;	0.9485299889790879;
-2212;	0.938;	-1;	0.8765561715902752;	0.6827716692441811;
-2212;	0.938;	-1;	2.5678698977954473;	0.9392955952704926;
-2212;	0.938;	-1;	1.1297658074003658;	0.7693827010392579;
-2212;	0.938;	-1;	2.9489511661321286;	0.9529540331072074;
-2212;	0.938;	-1;	1.5638163313266076;	0.8575630292450978;
-2212;	0.938;	-1;	1.5013664558253226;	0.8480881733183371;
-2212;	0.938;	-1;	1.615856263615282;	0.8648445168612471;
-2212;	0.938;	-1;	3.199496605749098;	0.959611014399848;
-2212;	0.938;	-1;	1.333796086637684;	0.8179787665585019;
-2212;	0.938;	-1;	1.328057543220549;	0.8168091522105536;
-2212;	0.938;	-1;	0.7390220955424811;	0.6188679859290533;
-2212;	0.938;	-1;	0.8357487187917191;	0.6652397634601429;
-2212;	0.938;	-1;	1.0613340576025063;	0.7493021524785379;
-2212;	0.938;	-1;	3.348754303295556;	0.9629379738708941;
-2212;	0.938;	-1;	1.33982751247502;	0.8191972367847796;
-2212;	0.938;	-1;	1.291099656817397;	0.8090285582179673;
-2212;	0.938;	-1;	1.1240294859120956;	0.7677814435342531;
-2212;	0.938;	-1;	3.0040797753567077;	0.9545500541360452;
-2212;	0.938;	-1;	3.231971896042105;	0.9603712390220029;
-2212;	0.938;	-1;	1.3740477359714436;	0.8259056802609759;
-2212;	0.938;	-1;	2.136764952544149;	0.9156585299246776;
-2212;	0.938;	-1;	0.681599964966255;	0.5878434336578757;
-2212;	0.938;	-1;	1.6626051171832714;	0.8709515233542806;
-2212;	0.938;	-1;	2.140823195151809;	0.9159388392682376;
-2212;	0.938;	-1;	0.7043532374923821;	0.6004654281177206;
-2212;	0.938;	-1;	1.3804340589238588;	0.8271201311011955;
-2212;	0.938;	-1;	1.8548607588131785;	0.8923838981502213;
-2212;	0.938;	-1;	1.3226884528614438;	0.815705641403823;
-2212;	0.938;	-1;	1.226330647705585;	0.7942897766989782;
-2212;	0.938;	-1;	0.7681034807823749;	0.633558364559894;
-2212;	0.938;	-1;	1.4638167685301329;	0.8419690453016303;
-2212;	0.938;	-1;	2.703234160909669;	0.9447411078019556;
-2212;	0.938;	-1;	0.6131678118508831;	0.5471619194341921;
-2212;	0.938;	-1;	3.5059488952744307;	0.9660233103148075;
-2212;	0.938;	-1;	0.2317984697900312;	0.23990321449715776;
-2212;	0.938;	-1;	1.9626501430629453;	0.902252063065316;
-2212;	0.938;	-1;	1.539328505319446;	0.8539477743863938;
-2212;	0.938;	-1;	0.5671539650510785;	0.5174134428789627;
-2212;	0.938;	-1;	0.9994759882625145;	0.7291762628808055;
-2212;	0.938;	-1;	1.3014549913767168;	0.8112527361540487;
-2212;	0.938;	-1;	1.7992067333647348;	0.886729631409886;
-2212;	0.938;	-1;	1.6617107931684023;	0.8708383403960159;
-2212;	0.938;	-1;	0.5787759926742513;	0.5251139212916547;
-2212;	0.938;	-1;	1.007634332501131;	0.7319455274825765;
-2212;	0.938;	-1;	1.9040924413297269;	0.8970585132492364;
-2212;	0.938;	-1;	1.2089760165751842;	0.7900847223224732;
-2212;	0.938;	-1;	1.76814191497254;	0.8833899241307124;
-2212;	0.938;	-1;	1.171695080126327;	0.7806594817271564;
-2212;	0.938;	-1;	0.9700816241837591;	0.7188941489445401;
-2212;	0.938;	-1;	1.1119924701692003;	0.7643740233242032;
