# hega-rs ver.0.2.9 particle compilation : Particles([-2212]); total-items=49078
#	 sourceUrQmdF19 in Lab: false
id;	mass;	charge;	p;	beta;
-2212;	0.938;	-1;	1.3579777744297181;	0.8227981087012232;
-2212;	0.938;	-1;	0.6046467008253662;	0.5418012440508561;
-2212;	0.938;	-1;	1.686531786298604;	0.8739288604125438;
-2212;	0.938;	-1;	0.9859469497462834;	0.7245037413317844;
-2212;	0.938;	-1;	2.7015276888309327;	0.9446769632972057;
-2212;	0.938;	-1;	3.5470158474342908;	0.9667669567842075;
-2212;	0.938;	-1;	0.6308703603229431;	0.558086663759686;
-2212;	0.938;	-1;	1.4721382591324124;	0.8433539325762288;
-2212;	0.938;	-1;	2.803125920394223;	0.9483147792912382;
-2212;	0.938;	-1;	1.0921076012206856;	0.758601424053735;
-2212;	0.938;	-1;	2.5404488029115453;	0.9380978978483008;
-2212;	0.938;	-1;	0.4824684319921874;	0.45739931813222695;
-2212;	0.938;	-1;	1.6528872705677784;	0.8697141955747827;
-2212;	0.938;	-1;	2.6693926739548828;	0.9434485024507919;
-2212;	0.938;	-1;	1.8531855607477419;	0.8922195889924108;
-2212;	0.938;	-1;	2.002317079847495;	0.9055607827086238;
-2212;	0.938;	-1;	1.6144687225167913;	0.8646571572430273;
-2212;	0.938;	-1;	1.3694656546054742;	0.8250271886065408;
-2212;	0.938;	-1;	0.8368708900935675;	0.6657372544530383;
-2212;	0.938;	-1;	0.9996081617133786;	0.7292214156691085;
-2212;	0.938;	-1;	0.6714681504211499;	0.5820806201285355;
-2212;	0.938;	-1;	1.376116750293012;	0.8263003976443889;
-2212;	0.938;	-1;	2.799733720042676;	0.9481990278826943;
-2212;	0.938;	-1;	0.938760381763632;	0.707393212071373;
-2212;	0.938;	-1;	1.2716482171736805;	0.8047547074649123;
-2212;	0.938;	-1;	1.1848725869581926;	0.7840535954703608;
-2212;	0.938;	-1;	0.8558785297543983;	0.674030424662673;
-2212;	0.938;	-1;	2.370448434073182;	0.9298472154010992;
-2212;	0.938;	-1;	1.146101041981029;	0.7738643131243275;
-2212;	0.938;	-1;	1.2576925321432897;	0.8016092070670214;
-2212;	0.938;	-1;	1.8856416812116479;	0.895340929569443;
-2212;	0.938;	-1;	1.433663250082808;	0.8368078871546849;
-2212;	0.938;	-1;	0.51947370862522;	0.4844755735569713;
-2212;	0.938;	-1;	1.108730448859415;	0.7634394316953501;
-2212;	0.938;	-1;	0.9797711589733594;	0.7223370184679869;
-2212;	0.938;	-1;	1.9797603693288237;	0.9036992005000922;
-2212;	0.938;	-1;	2.064851559510514;	0.9104609492296278;
-2212;	0.938;	-1;	1.2968749824578314;	0.8102733289936217;
-2212;	0.938;	-1;	0.49533562482825727;	0.46696511290664927;
-2212;	0.938;	-1;	1.2560099776112448;	0.8012254117506933;
-2212;	0.938;	-1;	1.3888319536895022;	0.828699663308157;
-2212;	0.938;	-1;	2.6060844887219217;	0.9409093198004199;
-2212;	0.938;	-1;	1.1128107192414711;	0.7646077043154476;
-2212;	0.938;	-1;	0.922922656098007;	0.7013547262218437;
-2212;	0.938;	-1;	0.9707651993324647;	0.7191387874083635;
-2212;	0.938;	-1;	1.776804496763783;	0.8843350137788735;
-2212;	0.938;	-1;	0.8222596557620956;	0.659189792886859;
-2212;	0.938;	-1;	0.16991423466984748;	0.17824442358504466;
-2212;	0.938;	-1;	1.875060412114767;	0.894337542994017;
-2212;	0.938;	-1;	1.6349714170948064;	0.8673892913846676;
-2212;	0.938;	-1;	2.107355385747264;	0.9135865406156837;
-2212;	0.938;	-1;	0.6248610570406832;	0.5544100657030093;
-2212;	0.938;	-1;	0.697771178365802;	0.596859186720109;
-2212;	0.938;	-1;	1.3834802952167407;	0.8276953659768989;
-2212;	0.938;	-1;	0.6278546271916772;	0.5562456678124121;
-2212;	0.938;	-1;	1.455072687475784;	0.8404956749182789;
-2212;	0.938;	-1;	1.323176685613074;	0.8158063578322841;
-2212;	0.938;	-1;	0.9093463574023926;	0.696055333047533;
-2212;	0.938;	-1;	3.0742911049750963;	0.9564703239933692;
-2212;	0.938;	-1;	1.5299846424059296;	0.8525348412993891;
-2212;	0.938;	-1;	0.8108179913574932;	0.6539556960360526;
-2212;	0.938;	-1;	0.6452452301042217;	0.5667496217200836;
-2212;	0.938;	-1;	1.5566610652666977;	0.8565195883878706;
-2212;	0.938;	-1;	1.9510181868896046;	0.9012505327478939;
-2212;	0.938;	-1;	0.9999556558592986;	0.7293400803881109;
-2212;	0.938;	-1;	0.7522368497051777;	0.6256261184698944;
-2212;	0.938;	-1;	1.444181722439735;	0.8386341148676963;
-2212;	0.938;	-1;	1.423903650674792;	0.8350880576538741;
-2212;	0.938;	-1;	1.3226373734898014;	0.8156951000674145;
-2212;	0.938;	-1;	1.2674102210105456;	0.8038065879006063;
-2212;	0.938;	-1;	0.8671855344878626;	0.6788460176985992;
